idEntrenador,Temporada,Equipo,PJ,PG,PE,PP
163,2002-03,0,34,13,13,8
163,2006-07,0,34,23,6,5
163,2007-08,0,7,5,2,0
165,2013-14,0,25,8,3,14
165,2014-15,0,34,11,7,16
165,2015-16,448,11,2,2,7
165,2016-17,0,9,7,0,2
165,2017-18,0,34,11,9,14
165,2018-19,0,28,9,11,8
165,2019-20,379,34,20,9,5
165,2020-21,379,20,6,6,8
165,2022-23,50,36,28,4,4
165,2023-24,50,35,31,3,1
166,2007-08,0,24,5,9,10
166,2009-10,0,38,13,11,14
166,2010-11,0,38,8,15,15
166,2011-12,23,38,7,17,14
166,2014-15,0,26,13,7,6
168,1980-81,0,25,10,5,10
168,1982-83,87,30,18,6,6
168,1985-86,0,24,6,6,12
168,1987-88,496,17,6,3,8
168,1987-88,0,13,4,4,5
168,1991-92,0,34,11,7,16
168,1992-93,308,9,4,2,3
168,1993-94,308,23,6,7,10
168,1996-97,12,34,27,4,3
168,1997-98,12,34,24,5,5
169,2013-14,0,5,1,1,3
169,2018-19,0,12,1,2,9
170,2002-03,131,38,11,12,15
170,2006-07,35,38,14,7,17
171,2011-12,0,9,7,0,2
171,2013-14,0,34,18,5,11
171,2014-15,0,34,29,1,4
171,2015-16,0,34,26,6,2
171,2016-17,0,34,22,10,2
171,2017-18,0,34,26,5,3
171,2018-19,88,10,2,3,5
171,2022-23,0,27,9,8,10
171,2023-24,0,12,2,2,8
172,1947-48,0,40,17,15,8
172,1948-49,0,38,13,12,13
172,1949-50,0,38,14,12,12
172,1953-54,0,34,9,10,15
172,1955-56,0,34,14,6,14
172,1956-57,0,34,8,16,10
172,1957-58,0,34,16,10,8
172,1958-59,0,34,13,8,13
172,1959-60,0,34,14,8,12
172,1960-61,0,34,16,6,12
172,1961-62,2,33,23,5,5
172,1962-63,2,34,15,13,6
172,1963-64,206,34,9,17,8
172,1964-65,206,34,16,12,6
172,1965-66,206,34,9,13,12
172,1966-67,206,34,10,18,6
172,1967-68,2,30,18,10,2
172,1968-69,2,30,14,13,3
172,1969-70,2,30,13,10,7
172,1970-71,2,30,15,12,3
172,1971-72,2,30,16,10,4
172,1974-75,39,30,9,13,8
172,1976-77,2,15,3,8,4
173,2011-12,0,13,2,2,9
173,2013-14,0,33,9,7,17
173,2014-15,0,38,12,13,13
173,2015-16,0,38,16,13,9
173,2016-17,0,38,13,7,18
173,2017-18,0,38,23,8,7
173,2018-19,0,26,12,8,6
173,2019-20,42,7,1,0,6
173,2020-21,199,23,3,6,14
173,2021-22,198,3,0,0,3
173,2023-24,0,35,7,11,17
175,2020-21,14,23,14,3,6
175,2022-23,14,34,22,5,7
175,2023-24,14,32,17,9,6
176,1994-95,35,38,9,11,18
176,1997-98,60,13,7,3,3
176,1998-99,60,34,22,6,6
176,1999-00,60,34,15,9,10
176,2000-01,60,34,15,12,7
176,2001-02,60,34,14,8,12
176,2002-03,60,38,18,10,10
176,2003-04,60,10,3,2,5
176,2004-05,35,38,12,17,9
176,2005-06,35,38,11,14,13
176,2006-07,522,38,17,7,14
176,2007-08,522,38,9,15,14
176,2008-09,66,34,9,9,16
176,2012-13,17,38,21,8,9
176,2013-14,17,17,8,3,6
178,2019-20,3,24,21,1,2
178,2020-21,3,34,24,6,4
179,1990-91,5,6,4,1,1
179,1995-96,5,2,1,1,0
179,2000-01,5,7,3,3,1
179,2001-02,5,38,18,10,10
180,1982-83,0,38,14,6,18
180,1983-84,354,1,0,0,1
180,1985-86,354,30,17,7,6
180,1986-87,354,44,15,12,17
180,1987-88,354,25,7,6,12
180,1988-89,354,21,14,1,6
180,1989-90,354,38,11,17,10
180,1990-91,354,38,9,16,13
180,1991-92,354,38,10,7,21
180,1992-93,354,37,21,7,9
180,1993-94,368,12,10,2,0
180,1994-95,368,38,15,16,7
180,1995-96,368,42,16,14,12
180,1996-97,368,42,21,14,7
180,2000-01,5,31,14,9,8
180,2004-05,368,38,16,14,8
180,2005-06,368,38,10,12,16
181,2010-11,374,34,21,8,5
181,2013-14,38,21,12,4,5
181,2014-15,38,30,17,10,3
181,2015-16,38,30,21,1,8
181,2016-17,38,30,18,5,7
181,2018-19,53,30,15,8,7
181,2019-20,53,29,14,7,8
182,1984-85,0,34,4,9,21
182,1986-87,0,34,10,11,13
182,1987-88,0,19,6,6,7
182,1989-90,0,34,13,7,14
182,1990-91,0,34,10,8,16
182,1991-92,0,25,3,8,14
182,1997-98,0,34,17,4,13
182,1998-99,0,34,20,5,9
182,1999-00,0,33,13,8,12
182,2000-01,0,34,18,7,9
182,2001-02,0,15,10,2,3
182,2002-03,0,24,9,7,8
182,2003-04,0,34,17,6,11
182,2004-05,0,34,19,7,8
182,2005-06,12,34,24,7,3
182,2011-12,374,17,9,6,2
183,2003-04,0,34,11,12,11
183,2011-12,12,30,23,6,1
183,2012-13,12,30,24,6,0
183,2015-16,88,34,22,8,4
183,2021-22,88,17,8,4,5
183,2022,0,38,18,11,9
186,1998-99,30,31,16,8,7
186,1999-00,30,38,21,6,11
186,2000-01,30,38,20,8,10
186,2001-02,30,38,18,12,8
186,2003-04,23,38,15,11,12
186,2004-05,23,38,12,11,15
186,2005-06,23,38,10,12,16
187,2013-14,44,1,1,0,0
187,2014-15,44,30,16,9,5
187,2015-16,44,30,15,10,5
187,2023-24,0,17,10,3,4
192,1965-66,34,34,9,11,14
192,1966-67,34,34,12,10,12
192,1967-68,34,34,15,12,7
192,1968-69,34,34,13,11,10
192,1969-70,34,34,23,5,6
192,1970-71,34,34,20,10,4
192,1971-72,34,34,18,7,9
192,1972-73,34,34,17,5,12
192,1973-74,34,34,21,6,7
192,1974-75,34,34,21,8,5
192,1975-76,5,28,15,5,8
192,1976-77,0,34,17,6,11
192,1977-78,0,34,22,4,8
192,1978-79,0,34,13,12,9
192,1979-80,0,28,12,8,8
193,1983-84,4,42,22,14,6
193,1984-85,4,42,22,11,9
194,2019-20,470,34,12,5,17
194,2020-21,470,34,12,14,8
194,2021-22,470,34,16,9,9
194,2022-23,470,34,18,8,8
194,2023-24,470,11,2,0,9
195,1980-81,22,34,18,9,7
195,1981-82,22,34,13,12,9
196,2020-21,0,8,2,3,3
197,2001-02,0,42,19,9,14
197,2002-03,0,39,15,13,11
197,2004-05,0,34,9,8,17
197,2005-06,0,38,15,9,14
197,2006-07,0,38,14,10,14
197,2007-08,1,38,27,4,7
197,2008-09,1,14,8,2,4
197,2010-11,94,25,10,6,9
197,2013-14,125,38,12,9,17
198,2010-11,0,25,7,5,13
198,2011-12,11,11,5,3,3
198,2012-13,11,12,7,3,2
198,2014-15,55,27,11,7,9
200,1983-84,0,17,3,5,9
200,1995-96,87,6,4,2,0
200,1996-97,87,22,15,4,3
200,1997-98,87,8,4,3,1
200,2001-02,12,19,10,3,6
201,1987-88,151,34,16,8,10
201,1988-89,151,33,15,7,11
201,1989-90,151,25,12,3,10
201,1990-91,117,34,10,9,15
201,1995-96,22,25,14,6,5
201,1996-97,22,34,22,7,5
201,1997-98,22,12,6,2,4
202,2012-13,0,30,12,6,12
202,2013-14,0,30,8,8,14
202,2014-15,25,38,22,11,5
202,2015-16,25,13,5,4,4
202,2016-17,12,34,22,10,2
202,2018-19,109,38,16,9,13
202,2019-20,109,38,15,14,9
202,2020-21,109,38,12,9,17
202,2021-22,33,10,5,0,5
202,2023-24,13,19,5,4,10
207,2006-07,0,22,8,6,8
207,2007-08,0,27,6,13,8
207,2008-09,0,30,10,9,11
207,2009-10,308,30,22,5,3
207,2010-11,308,30,13,7,10
207,2011-12,87,18,9,5,4
207,2012-13,61,6,1,1,4
207,2013-14,0,9,3,1,5
207,2014-15,0,17,4,2,11
207,2016-17,0,8,1,1,6
207,2017-18,0,18,5,4,9
209,2015-16,22,34,19,6,9
209,2016-17,22,34,26,4,4
209,2017-18,22,34,20,6,8
209,2018-19,22,34,20,5,9
211,1997-98,0,31,14,6,11
211,1998-99,0,34,12,8,14
211,1999-00,0,34,10,8,16
211,2000-01,22,34,21,3,10
211,2001-02,22,34,19,7,8
211,2002-03,22,34,25,5,4
211,2003-04,22,34,20,8,6
211,2004-05,14,34,15,10,9
211,2005-06,14,34,11,13,10
211,2006-07,14,17,5,7,5
211,2007-08,22,34,18,6,10
211,2013-14,19,15,3,3,9
212,1950-51,5,30,16,3,11
212,1951-52,5,30,19,5,6
212,1952-53,5,30,19,4,7
212,1953-54,5,30,16,4,10
212,1954-55,0,30,15,9,6
212,1955-56,0,30,22,4,4
212,1956-57,0,30,16,5,9
212,1957-58,24,30,16,10,4
212,1958-59,24,30,13,6,11
212,1959-60,24,6,3,0,3
212,1960-61,368,30,11,8,11
212,1961-62,368,30,10,8,12
212,1962-63,368,10,3,1,6
212,1963-64,0,30,11,4,15
212,1964-65,80,30,11,4,15
212,1965-66,0,23,10,2,11
212,1965-66,0,7,3,3,1
212,1966-67,0,30,14,6,10
212,1967-68,0,15,8,2,5
212,1968-69,368,22,9,6,7
212,1969-70,0,19,9,7,3
212,1970-71,0,30,8,9,13
212,1971-72,0,5,2,0,3
212,1973-74,0,37,15,7,15
212,1976-77,0,20,6,6,8
213,2019-20,11,38,20,6,12
213,2020-21,11,19,8,5,6
213,2021-22,120,18,6,2,10
213,2022-23,120,20,3,6,11
213,2022-23,11,9,1,2,6
214,1994-95,123,38,15,17,6
214,1995-96,123,38,22,6,10
214,1996-97,123,38,17,10,11
214,1997-98,123,34,14,9,11
214,1998-99,123,34,9,10,15
214,1999-00,123,34,13,8,13
214,2001-02,123,28,14,8,6
214,2002-03,123,38,18,10,10
214,2003-04,123,38,19,8,11
214,2004-05,123,38,14,10,14
214,2007-08,0,4,0,2,2
217,1994-95,0,8,4,3,1
218,1997-98,66,34,11,8,15
218,1998-99,66,34,12,12,10
218,1999-00,66,34,12,7,15
218,2000-01,66,34,21,5,8
218,2001-02,66,19,4,4,11
218,2002-03,69,38,22,10,6
218,2003-04,69,38,11,13,14
219,1988-89,0,38,15,13,10
219,1989-90,0,38,16,8,14
219,1990-91,1,11,8,1,2
219,1991-92,1,19,14,3,2
219,1992-93,0,18,7,3,8
219,1993-94,0,38,12,13,13
219,1994-95,0,38,13,13,12
219,1995-96,24,42,26,9,7
219,1996-97,24,42,20,11,11
219,1997-98,24,38,16,12,10
219,1998-99,24,11,3,4,4
219,1999-00,24,11,0,5,6
219,2000-01,0,38,11,8,19
219,2002-03,5,18,9,6,3
219,2003-04,190,9,2,1,6
221,1999-00,0,34,13,4,17
221,2000-01,0,34,11,13,10
221,2001-02,0,34,13,8,13
221,2002-03,17,38,19,8,11
221,2003-04,17,18,10,0,8
221,2004-05,0,7,2,2,3
221,2005-06,0,13,2,4,7
221,2006-07,0,38,15,12,11
221,2007-08,46,38,24,7,7
221,2008-09,35,25,8,6,11
221,2009-10,35,17,4,3,10
222,1985-86,15,42,11,12,19
222,1986-87,15,7,1,4,2
222,1986-87,23,34,7,12,15
223,1974-75,24,25,9,9,7
223,1975-76,24,34,18,6,10
223,1976-77,24,34,19,8,7
223,1977-78,24,34,16,4,14
223,1978-79,24,4,2,2,0
223,1979-80,24,25,7,10,8
223,1981-82,368,0,0,0,0
223,1982-83,24,34,20,6,8
223,1983-84,24,34,17,8,9
223,1984-85,24,34,16,11,7
223,1985-86,24,34,17,8,9
223,1986-87,24,19,9,2,8
223,1987-88,5,34,14,9,11
223,1990-91,0,38,12,10,16
223,1991-92,24,38,24,5,9
223,1992-93,24,20,8,6,6
223,1993-94,80,38,15,12,11
223,1994-95,80,38,16,11,11
223,1995-96,25,42,26,5,11
223,1996-97,25,13,5,2,6
223,1997-98,368,38,17,8,13
223,1999-00,0,38,11,12,15
223,2000-01,354,38,20,11,7
223,2001-02,24,42,23,10,9
223,2002-03,24,38,12,11,15
223,2003-04,354,32,14,4,14
223,2004-05,0,11,6,5,0
223,2005-06,0,15,11,3,1
223,2006-07,0,11,7,1,3
223,2007-08,0,17,14,3,0
223,2008-09,88,34,18,7,9
225,1971-72,0,34,15,8,11
225,1972-73,0,34,11,9,14
225,1973-74,0,34,14,5,15
225,1974-75,0,34,12,8,14
225,1975-76,0,28,7,8,13
226,2006-07,0,34,13,12,9
226,2007-08,94,34,23,4,7
226,2008-09,94,6,4,2,0
226,2008-09,484,18,10,6,2
226,2009-10,484,34,23,6,5
226,2010-11,484,34,17,10,7
226,2011-12,484,34,13,10,11
226,2012-13,484,19,6,9,4
226,2013-14,0,34,10,12,12
226,2014-15,0,16,3,7,6
226,2015-16,484,13,5,0,8
226,2017-18,0,4,1,1,2
226,2018-19,0,14,3,3,8
227,2001-02,0,17,4,4,9
228,1997-98,11,13,6,0,7
228,1998-99,11,38,20,15,3
228,1999-00,11,38,18,11,9
228,2000-01,11,5,1,3,1
230,1974-75,0,19,3,5,11
231,2015-16,41,9,4,0,5
231,2016-17,41,34,11,9,14
231,2017-18,41,34,14,7,13
231,2018-19,3,34,24,6,4
231,2019-20,3,10,5,3,2
231,2020-21,28,38,24,6,8
231,2021-22,28,19,8,5,6
231,2022-23,122,34,13,10,11
231,2023-24,122,26,6,7,13
232,2001-02,0,38,10,15,13
232,2002-03,0,38,11,15,12
232,2003-04,0,38,19,7,12
232,2004-05,0,38,19,9,10
232,2005-06,0,38,15,15,8
232,2006-07,0,38,22,10,6
232,2007-08,0,9,5,3,1
232,2007-08,80,31,17,4,10
232,2008-09,80,38,21,7,10
232,2009-10,80,28,13,6,9
232,2011-12,0,22,10,3,9
232,2012-13,0,38,9,7,22
232,2018-19,0,14,5,7,2
233,1954-55,1,17,11,4,2
233,1955-56,1,30,18,2,10
233,1956-57,1,30,20,4,6
233,1959-60,24,24,12,3,9
233,1960-61,24,30,17,6,7
233,1961-62,24,30,15,6,9
233,1962-63,0,6,1,3,2
233,1963-64,0,6,5,0,1
233,1964-65,0,3,0,1,2
233,1964-65,0,1,1,0,0
233,1965-66,0,7,3,1,3
234,1966-67,151,19,7,8,4
234,1967-68,192,34,11,11,12
234,1968-69,192,12,4,3,5
234,1974-75,151,18,4,6,8
236,2021-22,5,26,17,5,4
236,2022-23,5,38,28,4,6
236,2023-24,5,34,22,7,5
237,2021-22,37,34,19,7,8
237,2022-23,37,8,1,2,5
237,2023-24,34,32,7,12,13
241,1978-79,124,34,16,11,7
241,1979-80,124,34,18,5,11
241,1980-81,124,34,17,10,7
241,1981-82,124,34,16,10,8
241,1982-83,14,25,15,4,6
241,1983-84,0,24,8,7,9
241,1984-85,0,34,14,8,12
241,1985-86,0,33,18,7,8
241,1986-87,0,34,12,11,11
241,1987-88,41,34,10,11,13
241,1988-89,41,3,0,0,3
241,1989-90,124,12,6,3,3
241,1990-91,124,34,19,10,5
241,1991-92,124,38,17,10,11
241,2007-08,50,28,18,7,3
242,2007-08,11,32,22,8,2
242,2009-10,0,25,5,6,14
242,2010-11,0,37,7,12,18
243,2015-16,46,19,12,3,4
243,2016-17,46,38,20,5,13
243,2017-18,46,38,23,9,6
243,2018-19,46,38,21,9,8
243,2020-21,485,11,6,2,3
243,2021-22,485,38,20,6,12
243,2022-23,485,38,21,5,12
243,2023-24,485,12,2,6,4
246,2019-20,308,9,8,1,0
246,2019-20,87,11,6,3,2
246,2020-21,87,34,26,7,1
246,2021-22,87,34,27,4,3
246,2022-23,87,34,23,5,6
246,2023-24,87,31,26,3,2
248,2010-11,44,30,19,8,3
248,2011-12,44,30,20,7,3
248,2013-14,0,29,6,7,16
250,1980-81,0,14,12,1,1
250,1982-83,0,34,26,6,2
250,1983-84,0,34,22,7,5
250,1984-85,0,29,21,5,3
250,1993-94,0,34,17,10,7
250,1994-95,0,8,4,2,2
250,1995-96,93,17,3,8,6
250,1998-99,0,11,3,4,4
250,2006-07,0,34,10,8,16
250,2007-08,0,34,12,7,15
250,2009-10,132,4,0,1,3
251,2019-20,31,20,9,6,5
251,2020-21,31,38,18,7,13
251,2021-22,31,38,22,3,13
251,2022-23,31,38,26,6,6
251,2023-24,31,35,25,5,5
252,2014-15,0,24,7,8,9
252,2015-16,0,38,16,12,10
252,2016-17,0,38,13,13,12
252,2017-18,0,30,16,7,7
252,2017-18,69,9,5,1,3
252,2018-19,0,18,6,5,7
252,2018-19,69,21,8,7,6
252,2019-20,69,38,16,8,14
252,2020-21,69,38,17,11,10
252,2021-22,69,38,17,11,10
252,2022-23,69,38,21,8,9
252,2023-24,69,34,14,12,8
