idPartido,Temporada,Ronda,Local,Visitante,Evento,GolesLocal,GolesVisitante,VictoriaLocal,Empate,VictoriaVisitante,%_Victorias_Local,%_Empate,%_Victoria_Visitante,%_Equipo1_Ganado,%_Equipo2_Ganado,%_1_G_Temporada,%_1_G_Temporada_L,%_1_E_Temporada_L,%_1_P_Temporada_L,1_Media_G,1_Media_G_Local,1_Media_Goles_PP,1_ValorJugadores,1_MediaJugadores,%_2_G_Temporada,%_2_G_Temporada_L,%_2_E_Temporada_L,%_2_P_Temporada_L,2_Media_G,2_Media_G_Local,2_Media_Goles_PP,2_ValorJugadores,2_MediaJugadores
141,2022-01-01,Group stage,87,33,Estádio José Alvalade,2,0,1,0,0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.2,0.0,1.2,350.10214504596524,14.00408580183861,42.86,50.0,50.0,0.0,0.43,0.5,1.14,529.3156281920326,21.172625127681304
142,2022-01-01,Group stage,299,7,Doosan Arena,0,2,0,0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,353.3707865168539,16.062308478038815,50.0,66.67,16.67,16.67,0.5,0.67,1.42,829.979570990807,37.72634413594577
143,2022-01-01,Group stage,4,6,Anfield,2,1,1,0,0,33.33,0.0,66.67,100.0,0.0,57.14,66.67,0.0,33.33,0.57,0.67,2.43,553.1664964249235,22.126659856996937,40.0,33.33,0.0,66.67,0.4,0.33,2.0,390.0919305413687,20.531154239019404
144,2022-01-01,Group stage,12,38,Estádio Do Dragão,0,4,0,0,1,33.33,0.0,66.67,100.0,0.0,57.14,66.67,33.33,0.0,0.57,0.67,1.71,499.3871297242083,20.807797071842014,28.57,50.0,0.0,50.0,0.29,0.5,0.57,494.63738508682326,19.78549540347293
145,2022-01-01,Group stage,37,24,BayArena,2,0,1,0,0,42.86,28.57,28.57,42.86,28.57,0.0,0.0,50.0,50.0,0.0,0.0,0.4,394.8927477017365,19.744637385086826,20.0,33.33,66.67,0.0,0.2,0.33,1.0,402.0939734422879,18.276998792831268
146,2022-01-01,Group stage,17,41,Orange Vélodrome,0,1,0,0,1,100.0,0.0,0.0,0.0,100.0,40.0,50.0,0.0,50.0,0.4,0.5,1.6,415.11746680286,21.848287726466317,28.57,25.0,25.0,50.0,0.29,0.25,0.86,497.75280898876395,22.62512768130745
147,2022-01-01,Group stage,3,5,Allianz Arena,2,0,1,0,0,50.0,10.0,40.0,70.0,20.0,77.78,75.0,25.0,0.0,0.78,0.75,2.22,702.3493360572012,29.26455566905005,40.0,33.33,33.33,33.33,0.4,0.33,2.4,428.9581205311543,16.49838925119824
148,2022-01-01,Group stage,2,235,Stadio Giuseppe Meazza,3,1,1,0,0,0.0,0.0,100.0,100.0,0.0,36.36,60.0,0.0,40.0,0.36,0.6,1.09,749.2339121552603,32.57538748501132,20.0,33.33,33.33,33.33,0.2,0.33,0.6,374.87231869254344,18.743615934627172
149,2022-01-01,Group stage,92,16,Stadion Miejski Legii Warszawa im. Marsz...,1,1,0,1,0,80.0,20.0,0.0,40.0,40.0,20.0,0.0,50.0,50.0,0.2,0.0,1.4,360.5209397344229,18.026046986721145,0.0,0.0,33.33,66.67,0.0,0.0,0.6,406.79264555669056,18.49057479803139
150,2022-01-01,Group stage,49,90,Ibrox Stadium,0,3,0,0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4,354.5965270684372,16.118023957656234,66.67,80.0,20.0,0.0,0.67,0.8,2.56,666.802860061287,30.309220911876682
151,2022-01-01,Group stage,11,184,Stamford Bridge,1,1,0,1,0,0.0,0.0,100.0,100.0,0.0,55.56,75.0,0.0,25.0,0.56,0.75,1.22,685.1889683350357,26.353421859039834,20.0,33.33,33.33,33.33,0.2,0.33,0.8,367.7221654749745,19.353798182893392
152,2022-01-01,Group stage,15,14,Etihad Stadium,2,1,1,0,0,40.0,40.0,20.0,40.0,20.0,58.33,100.0,0.0,0.0,0.58,1.0,2.5,891.9816138917262,38.781809299640265,42.86,50.0,50.0,0.0,0.43,0.5,1.43,516.1899897854954,19.85346114559598
153,2022-01-01,Group stage,153,80,Parken,0,0,0,1,0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.2,356.12870275791624,14.24514811031665,20.0,33.33,0.0,66.67,0.2,0.33,1.2,387.4361593462717,16.143173306094656
154,2022-01-01,Group stage,9,10,Allianz Stadium,1,2,0,0,1,100.0,0.0,0.0,0.0,100.0,20.0,50.0,0.0,50.0,0.2,0.5,1.6,402.19611848825326,15.469081480317433,55.56,60.0,20.0,20.0,0.56,0.6,2.67,675.6894790602655,28.15372829417773
155,2022-01-01,Group stage,1,68,Estadio Santiago Bernabéu,2,0,1,0,0,33.33,33.33,33.33,33.33,33.33,63.64,80.0,20.0,0.0,0.64,0.8,2.18,796.2717058222676,36.194168446466705,57.14,50.0,25.0,25.0,0.57,0.5,2.0,529.8774259448417,24.085337542947347
156,2022-01-01,Group stage,298,28,Sammy Ofer Stadium,1,3,0,0,1,100.0,0.0,0.0,0.0,100.0,20.0,50.0,0.0,50.0,0.2,0.5,1.2,382.7374872318692,19.13687436159346,42.86,50.0,25.0,25.0,0.43,0.5,1.86,534.88253319714,25.470596818911428
157,2022-01-01,Group stage,3,299,Allianz Arena,5,0,1,0,0,33.33,0.0,66.67,100.0,0.0,77.78,75.0,25.0,0.0,0.78,0.75,1.89,702.3493360572012,29.26455566905005,0.0,0.0,0.0,100.0,0.0,0.0,1.0,353.3707865168539,16.062308478038815
158,2022-01-01,Group stage,17,87,Orange Vélodrome,4,1,1,0,0,0.0,0.0,100.0,100.0,0.0,20.0,0.0,0.0,100.0,0.2,0.0,0.8,415.11746680286,21.848287726466317,40.0,33.33,0.0,66.67,0.4,0.33,1.4,350.10214504596524,14.00408580183861
159,2022-01-01,Group stage,4,49,Anfield,2,0,1,0,0,0.0,0.0,100.0,100.0,0.0,57.14,66.67,0.0,33.33,0.57,0.67,2.43,553.1664964249235,22.126659856996937,0.0,0.0,0.0,100.0,0.0,0.0,0.4,354.5965270684372,16.118023957656234
160,2022-01-01,Group stage,12,37,Estádio Do Dragão,2,0,1,0,0,0.0,0.0,100.0,100.0,0.0,42.86,33.33,33.33,33.33,0.43,0.33,1.43,499.3871297242083,20.807797071842014,20.0,33.33,33.33,33.33,0.2,0.33,0.8,394.8927477017365,19.744637385086826
161,2022-01-01,Group stage,41,33,Deutsche Bank Park,0,0,0,1,0,100.0,0.0,0.0,0.0,100.0,42.86,33.33,0.0,66.67,0.43,0.33,1.0,497.75280898876395,22.62512768130745,42.86,50.0,50.0,0.0,0.43,0.5,1.14,529.3156281920326,21.172625127681304
