idPartido,Temporada,Ronda,Local,Visitante,Evento,GolesLocal,GolesVisitante,VictoriaLocal,Empate,VictoriaVisitante,%_Victorias_Local,%_Empate,%_Victoria_Visitante,%_Equipo1_Ganado,%_Equipo2_Ganado,%_1_G_Temporada,%_1_G_Temporada_L,%_1_E_Temporada_L,%_1_P_Temporada_L,1_Media_G,1_Media_G_Local,1_Media_Goles_PP,1_ValorJugadores,1_MediaJugadores,%_2_G_Temporada,%_2_G_Temporada_L,%_2_E_Temporada_L,%_2_P_Temporada_L,2_Media_G,2_Media_G_Local,2_Media_Goles_PP,2_ValorJugadores,2_MediaJugadores
78,2023-01-01,Group stage,3,153,Allianz Arena,0,0,0,1,0,0.0,0.0,100.0,100.0,0.0,63.64,80.0,20.0,0.0,0.64,0.8,1.64,675.2298263534217,29.35781853710529,28.57,50.0,0.0,50.0,0.29,0.5,1.43,483.9121552604699,20.16300646918624
79,2023-01-01,Group stage,1,90,Estadio Santiago Bernabéu,4,2,1,0,0,33.33,0.0,66.67,100.0,0.0,63.64,40.0,60.0,0.0,0.64,0.4,1.64,685.4443309499487,31.156560497724943,42.86,25.0,50.0,25.0,0.43,0.25,1.43,531.4606741573034,23.10698583292623
80,2023-01-01,Group stage,69,184,Reale Arena,0,0,0,1,0,0.0,0.0,100.0,100.0,0.0,42.86,33.33,33.33,33.33,0.43,0.33,1.14,524.8212461695608,20.185432544983108,20.0,0.0,0.0,100.0,0.2,0.0,0.8,377.22165474974463,16.400941510858463
81,2023-01-01,Group stage,328,80,Stade Bollaert-Delelis,2,1,1,0,0,0.0,100.0,0.0,0.0,0.0,20.0,50.0,50.0,0.0,0.2,0.5,0.8,373.13585291113367,18.65679264555669,0.0,0.0,33.33,66.67,0.0,0.0,1.2,368.99897854954037,15.374957439564179
82,2023-01-01,Group stage,21,31,Philips Stadion,1,1,0,1,0,60.0,40.0,0.0,20.0,40.0,28.57,33.33,66.67,0.0,0.29,0.33,1.14,528.3963227783452,24.018014671742968,44.44,60.0,20.0,20.0,0.44,0.6,2.0,688.3043922369765,29.92627792334681
83,2023-01-01,Group stage,8,3,Old Trafford,0,1,0,0,1,80.0,20.0,0.0,20.0,60.0,20.0,50.0,0.0,50.0,0.2,0.5,2.4,380.7456588355464,15.864402451481105,54.55,66.67,33.33,0.0,0.55,0.67,1.55,675.2298263534217,29.35781853710529
84,2023-01-01,Group stage,153,50,Fælledparken Kunst,1,0,1,0,0,66.67,33.33,0.0,33.33,33.33,14.29,33.33,0.0,66.67,0.14,0.33,1.29,483.9121552604699,20.16300646918624,20.0,0.0,66.67,33.33,0.2,0.0,2.0,402.34933605720124,20.117466802860058
85,2023-01-01,Group stage,7,69,Stadio Giuseppe Meazza,0,0,0,1,0,0.0,100.0,0.0,0.0,0.0,71.43,100.0,0.0,0.0,0.71,1.0,1.43,540.2962206332993,24.55891911969542,42.86,25.0,50.0,25.0,0.43,0.25,1.14,524.8212461695608,20.185432544983108
86,2023-01-01,Group stage,184,10,Red Bull Arena,1,3,0,0,1,0.0,0.0,100.0,100.0,0.0,20.0,0.0,0.0,100.0,0.2,0.0,0.6,377.22165474974463,16.400941510858463,0.0,0.0,33.33,66.67,0.0,0.0,0.8,376.7620020429009,17.125545547404585
87,2023-01-01,Group stage,470,1,Olympiastadion Berlin,2,3,0,0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.8,367.1603677221654,17.48382703438883,63.64,50.0,50.0,0.0,0.64,0.5,1.73,685.4443309499487,31.156560497724943
88,2023-01-01,Group stage,90,308,Stadio Diego Armando Maradona,2,0,1,0,0,0.0,0.0,100.0,100.0,0.0,28.57,0.0,66.67,33.33,0.29,0.0,1.43,531.4606741573034,23.10698583292623,20.0,0.0,33.33,66.67,0.2,0.0,1.2,397.6506639427987,17.289159301860813
89,2023-01-01,Group stage,68,67,Red Bull Arena,2,1,1,0,0,0.0,0.0,100.0,100.0,0.0,42.86,33.33,0.0,66.67,0.43,0.33,1.71,497.8038815117466,21.643647022249855,20.0,33.33,0.0,66.67,0.2,0.33,1.2,357.5076608784474,15.54381134254119
90,2023-01-01,Group stage,20,15,Stadion Rajko Mitić,2,3,0,0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,1.0,374.8212461695607,17.03732937134367,77.78,80.0,0.0,20.0,0.78,0.8,2.78,748.7742594484166,29.950970377936663
91,2023-01-01,Group stage,307,2,St James' Park,1,2,0,0,1,0.0,100.0,0.0,0.0,0.0,20.0,50.0,0.0,50.0,0.2,0.5,1.0,385.64862104187944,16.76733134964693,20.0,33.33,33.33,33.33,0.2,0.33,0.6,377.7323799795709,16.42314695563352
92,2023-01-01,Group stage,12,92,Estádio Do Dragão,5,3,1,0,0,20.0,40.0,40.0,60.0,0.0,71.43,66.67,0.0,33.33,0.71,0.67,1.57,533.2482124616955,21.329928498467822,60.0,66.67,0.0,33.33,0.6,0.67,1.4,364.0960163432073,17.33790554015273
93,2023-01-01,Group stage,16,22,Celtic Park,2,1,1,0,0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,0.6,377.1195097037794,16.39650042190345,40.0,66.67,0.0,33.33,0.4,0.67,1.6,412.00204290091926,17.166751787538303
94,2023-01-01,Group stage,191,5,Bosuilstadion,3,2,1,0,0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.6,371.4504596527068,18.57252298263534,66.67,80.0,0.0,20.0,0.67,0.8,2.0,676.8130745658835,27.072522982635345
95,2023-01-01,Group stage,14,28,Signal Iduna Park,1,1,0,1,0,60.0,40.0,0.0,20.0,40.0,45.45,60.0,40.0,0.0,0.45,0.6,1.27,642.4923391215527,27.934449527024032,45.45,50.0,33.33,16.67,0.45,0.5,1.64,698.6210418794687,33.267668660927086
96,2023-01-01,Group stage,24,99,Stadium Metropolitano,2,0,1,0,0,0.0,100.0,0.0,0.0,0.0,44.44,75.0,0.0,25.0,0.44,0.75,2.33,677.9366700715015,30.815303185068252,57.14,75.0,25.0,0.0,0.57,0.75,1.14,524.1573033707865,24.959871589085072
97,2023-01-01,Round of 16,68,1,Red Bull Arena,0,1,0,0,1,66.67,33.33,0.0,33.33,33.33,57.14,66.67,0.0,33.33,0.57,0.67,2.0,497.8038815117466,21.643647022249855,63.64,50.0,50.0,0.0,0.64,0.5,1.91,685.4443309499487,31.156560497724943
98,2023-01-01,Round of 16,153,15,Parken,1,3,0,0,1,66.67,33.33,0.0,0.0,66.67,28.57,66.67,0.0,33.33,0.29,0.67,1.29,483.9121552604699,20.16300646918624,77.78,80.0,0.0,20.0,0.78,0.8,2.78,748.7742594484166,29.950970377936663
99,2023-01-01,Round of 16,99,3,Stadio Olimpico,1,0,1,0,0,66.67,0.0,33.33,0.0,100.0,42.86,66.67,33.33,0.0,0.43,0.67,1.0,524.1573033707865,24.959871589085072,63.64,66.67,33.33,0.0,0.64,0.67,1.64,675.2298263534217,29.35781853710529
100,2023-01-01,Round of 16,28,69,Parc des Princes,2,0,1,0,0,0.0,0.0,100.0,100.0,0.0,36.36,40.0,40.0,20.0,0.36,0.4,1.55,698.6210418794687,33.267668660927086,42.86,25.0,50.0,25.0,0.43,0.25,1.14,524.8212461695608,20.185432544983108
101,2023-01-01,Round of 16,21,14,Philips Stadion,1,1,0,1,0,100.0,0.0,0.0,0.0,100.0,28.57,33.33,66.67,0.0,0.29,0.33,1.14,528.3963227783452,24.018014671742968,45.45,50.0,50.0,0.0,0.45,0.5,1.27,642.4923391215527,27.934449527024032
102,2023-01-01,Round of 16,7,24,Stadio Giuseppe Meazza,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,57.14,66.67,33.33,0.0,0.57,0.67,1.29,540.2962206332993,24.55891911969542,55.56,80.0,0.0,20.0,0.56,0.8,2.56,677.9366700715015,30.815303185068252
103,2023-01-01,Round of 16,12,31,Estádio Do Dragão,1,0,1,0,0,71.43,14.29,14.29,42.86,42.86,71.43,66.67,0.0,33.33,0.71,0.67,2.14,533.2482124616955,21.329928498467822,44.44,60.0,20.0,20.0,0.44,0.6,2.11,688.3043922369765,29.92627792334681
104,2023-01-01,Round of 16,90,5,Stadio Diego Armando Maradona,1,1,0,1,0,66.67,33.33,0.0,0.0,66.67,42.86,33.33,33.33,33.33,0.43,0.33,1.57,531.4606741573034,23.10698583292623,66.67,80.0,0.0,20.0,0.67,0.8,2.11,676.8130745658835,27.072522982635345
105,2023-01-01,Round of 16,3,99,Allianz Arena,3,0,1,0,0,66.67,0.0,33.33,66.67,33.33,54.55,60.0,40.0,0.0,0.55,0.6,1.36,675.2298263534217,29.35781853710529,57.14,75.0,25.0,0.0,0.57,0.75,1.14,524.1573033707865,24.959871589085072
106,2023-01-01,Round of 16,69,28,Reale Arena,1,2,0,0,1,100.0,0.0,0.0,0.0,100.0,42.86,33.33,66.67,0.0,0.43,0.33,1.0,524.8212461695608,20.185432544983108,36.36,50.0,33.33,16.67,0.36,0.5,1.55,698.6210418794687,33.267668660927086
107,2023-01-01,Round of 16,15,153,Etihad Stadium,3,1,1,0,0,33.33,33.33,33.33,66.67,0.0,77.78,75.0,0.0,25.0,0.78,0.75,2.78,748.7742594484166,29.950970377936663,28.57,50.0,0.0,50.0,0.29,0.5,1.29,483.9121552604699,20.16300646918624
108,2023-01-01,Round of 16,1,68,Estadio Santiago Bernabéu,1,1,0,1,0,66.67,0.0,33.33,66.67,33.33,72.73,60.0,40.0,0.0,0.73,0.6,1.91,685.4443309499487,31.156560497724943,57.14,50.0,0.0,50.0,0.57,0.5,1.86,497.8038815117466,21.643647022249855
109,2023-01-01,Round of 16,31,12,Emirates Stadium,1,0,0,0,1,85.71,14.29,0.0,42.86,42.86,44.44,75.0,25.0,0.0,0.44,0.75,2.0,688.3043922369765,29.92627792334681,71.43,75.0,0.0,25.0,0.71,0.75,2.29,533.2482124616955,21.329928498467822
110,2023-01-01,Round of 16,5,90,Estadi Olímpic Lluís Companys,3,1,1,0,0,33.33,66.67,0.0,33.33,0.0,55.56,75.0,0.0,25.0,0.56,0.75,1.89,676.8130745658835,27.072522982635345,42.86,25.0,50.0,25.0,0.43,0.25,1.57,531.4606741573034,23.10698583292623
111,2023-01-01,Round of 16,14,21,Signal Iduna Park,2,0,1,0,0,0.0,100.0,0.0,0.0,0.0,36.36,40.0,60.0,0.0,0.36,0.4,1.18,642.4923391215527,27.934449527024032,28.57,25.0,75.0,0.0,0.29,0.25,1.29,528.3963227783452,24.018014671742968
112,2023-01-01,Round of 16,24,7,Stadium Metropolitano,2,1,0,0,1,100.0,0.0,0.0,0.0,100.0,55.56,100.0,0.0,0.0,0.56,1.0,2.33,677.9366700715015,30.815303185068252,57.14,75.0,25.0,0.0,0.57,0.75,1.29,540.2962206332993,24.55891911969542
113,2023-01-01,Quarter-finals,31,3,Emirates Stadium,2,2,0,1,0,54.55,9.09,36.36,27.27,63.64,44.44,75.0,0.0,25.0,0.44,0.75,1.89,688.3043922369765,29.92627792334681,63.64,66.67,33.33,0.0,0.64,0.67,1.45,675.2298263534217,29.35781853710529
114,2023-01-01,Quarter-finals,1,15,Estadio Santiago Bernabéu,3,3,0,1,0,54.55,27.27,18.18,36.36,36.36,72.73,60.0,40.0,0.0,0.73,0.6,1.73,685.4443309499487,31.156560497724943,88.89,80.0,0.0,20.0,0.89,0.8,2.78,748.7742594484166,29.950970377936663
115,2023-01-01,Quarter-finals,24,14,Estadio Cívitas Metropolitano,2,1,1,0,0,100.0,0.0,0.0,33.33,66.67,44.44,75.0,0.0,25.0,0.44,0.75,2.33,677.9366700715015,30.815303185068252,45.45,50.0,50.0,0.0,0.45,0.5,1.27,642.4923391215527,27.934449527024032
116,2023-01-01,Quarter-finals,28,5,Parc des Princes,2,3,0,0,1,45.45,27.27,27.27,36.36,36.36,45.45,60.0,40.0,0.0,0.45,0.6,1.55,698.6210418794687,33.267668660927086,55.56,80.0,0.0,20.0,0.56,0.8,1.89,676.8130745658835,27.072522982635345
117,2023-01-01,Quarter-finals,5,28,Estadi Olímpic Lluís Companys,1,4,0,0,1,45.45,27.27,27.27,45.45,27.27,66.67,100.0,0.0,0.0,0.67,1.0,2.11,676.8130745658835,27.072522982635345,36.36,50.0,33.33,16.67,0.36,0.5,1.36,698.6210418794687,33.267668660927086
118,2023-01-01,Quarter-finals,14,24,Signal Iduna Park,4,2,1,0,0,100.0,0.0,0.0,33.33,66.67,36.36,40.0,60.0,0.0,0.36,0.4,1.0,642.4923391215527,27.934449527024032,55.56,80.0,0.0,20.0,0.56,0.8,2.33,677.9366700715015,30.815303185068252
119,2023-01-01,Quarter-finals,15,1,Etihad Stadium,1,1,0,0,1,54.55,36.36,9.09,36.36,27.27,88.89,100.0,0.0,0.0,0.89,1.0,3.0,748.7742594484166,29.950970377936663,63.64,50.0,50.0,0.0,0.64,0.5,1.91,685.4443309499487,31.156560497724943
120,2023-01-01,Quarter-finals,3,31,Allianz Arena,1,0,1,0,0,45.45,18.18,36.36,54.55,27.27,54.55,60.0,40.0,0.0,0.55,0.6,1.55,675.2298263534217,29.35781853710529,44.44,60.0,20.0,20.0,0.44,0.6,2.11,688.3043922369765,29.92627792334681
121,2023-01-01,Semi-finals,3,1,Allianz Arena,0,0,0,1,0,46.15,23.08,30.77,23.08,53.85,63.64,80.0,20.0,0.0,0.64,0.8,1.64,675.2298263534217,29.35781853710529,72.73,50.0,50.0,0.0,0.73,0.5,2.0,685.4443309499487,31.156560497724943
122,2023-01-01,Semi-finals,14,28,Signal Iduna Park,0,0,0,1,0,60.0,40.0,0.0,20.0,40.0,45.45,60.0,40.0,0.0,0.45,0.6,1.36,642.4923391215527,27.934449527024032,45.45,50.0,33.33,16.67,0.45,0.5,1.73,698.6210418794687,33.267668660927086
123,2023-01-01,Semi-finals,28,14,Parc des Princes,0,0,0,1,0,60.0,40.0,0.0,40.0,20.0,45.45,60.0,20.0,20.0,0.45,0.6,1.73,698.6210418794687,33.267668660927086,45.45,50.0,50.0,0.0,0.45,0.5,1.36,642.4923391215527,27.934449527024032
124,2023-01-01,Semi-finals,1,3,Estadio Santiago Bernabéu,0,0,0,1,0,46.15,23.08,30.77,53.85,23.08,72.73,60.0,40.0,0.0,0.73,0.6,2.0,685.4443309499487,31.156560497724943,63.64,66.67,33.33,0.0,0.64,0.67,1.64,675.2298263534217,29.35781853710529
