Temporada,idJugador,Jugador,Equipo,Edad,PJ,Titular,Mín,Gls.,Ass,TP,TPint,TA,TR,xG,npxG,PrgC,PrgP,PrgR,Valoracion
1992-01-01,33,David Batty,30,23.0,4,4,360.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.120986538990124
1992-01-01,34,Yuri Bavykin,98,19.0,1,0,20.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,5.2966760180503885
1992-01-01,35,Raymond Beerens,21,20.0,5,2,252.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,17.758371625813414
1992-01-01,36,Txiki Begiristain,5,27.0,4,4,317.0,2,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,21.74202841845897
1992-01-01,38,Igor Benedejčič,372,23.0,2,1,71.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.054592259112697
1992-01-01,39,Patrik Bengtsson,54,21.0,4,3,253.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.064806763709225
1992-01-01,40,Przemysław Bereszyński,168,23.0,4,4,323.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,21.231303188632616
1992-01-01,41,Krasimir Bezinski,45,31.0,2,2,135.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,11.32323373000136
1992-01-01,42,Olivier Biaggi,359,21.0,2,1,106.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,9.842130563504936
1992-01-01,43,Michael Binder,62,23.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.120986538990124
1992-01-01,44,Bino,12,19.0,4,2,201.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,15.000455384751103
1992-01-01,45,Marc Birsens,245,25.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,48,Joachim Björklund,54,21.0,4,4,335.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,21.84417346442424
1992-01-01,49,Oļegs Blagonadeždins,302,19.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,50,Zvonimir Boban,2,23.0,6,6,540.0,1,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,33.02905599762138
1992-01-01,51,Alen Bokšić,17,22.0,8,8,710.0,6,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,44.06072096187061
1992-01-01,52,Basile Boli,17,25.0,9,9,810.0,2,0.0,0.0,0.0,3,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,47.686870093637715
1992-01-01,53,Foeke Booy,38,30.0,5,4,389.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,25.163887458295537
1992-01-01,54,David Borbiconi,245,23.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,55,Vital Borkelmans,38,29.0,7,7,630.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,37.37022045114538
1992-01-01,57,Barney Bowers,145,32.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,58,Hans van Breukelen,21,35.0,9,9,810.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,46.869709725915556
1992-01-01,59,Kim Brodersen,195,29.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,60,John Brown,49,30.0,10,10,900.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,51.61945436330064
1992-01-01,61,Alon Brumer,303,18.0,1,1,90.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,62,Gadi Brumer,303,18.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,63,Guido Buchwald,151,31.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.371241901605035
1992-01-01,64,Andreas Buck,151,24.0,3,3,270.0,2,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,19.188402269327202
1992-01-01,65,Yevgeni Bushmanov,98,20.0,9,8,664.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,39.82170155431188
1992-01-01,66,Kalusha Bwalya,21,28.0,3,0,102.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,9.7910580405223
1992-01-01,67,Dmitri Bystrov,98,25.0,7,7,630.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,37.37022045114538
1992-01-01,68,Ingve Bøe,219,27.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,69,Rıza Çalımbay,94,29.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,70,Raymond Campbell,145,23.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,71,Eric Cantona,30,26.0,5,5,400.0,2,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,26.13426539496561
1992-01-01,72,Juan Carlos,5,27.0,2,1,100.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,9.535695425609124
1992-01-01,73,Luis Carlos,359,24.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.371241901605035
1992-01-01,74,José Carlos Nascimento,12,27.0,4,4,360.0,4,0.0,1.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,24.755307274434454
1992-01-01,75,Antônio Carlos Santos,12,28.0,3,2,177.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.621497264219949
1992-01-01,76,Bernard Casoni,17,30.0,6,6,540.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,32.620475813760294
1992-01-01,77,Recep Çetin,94,26.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,78,Lee Chapman,30,32.0,5,5,450.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,28.27931136023629
1992-01-01,79,Nikos Charalampous,110,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,80,Marius Cheregi,65,24.0,3,3,300.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,19.903417591084096
1992-01-01,81,Claus Christiansen,195,24.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,82,Christodoulous Christodoulou,110,28.0,1,0,10.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,4.785950788224035
1992-01-01,83,Miroslav Chvíla,147,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,84,Sorin Cigan,97,28.0,1,1,80.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.36102739700851
1992-01-01,85,Alexandre Clot,359,19.0,1,0,11.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,4.837023311206671
1992-01-01,86,Avi Cohen,303,30.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,87,Ovidiu Cornel Hanganu,65,22.0,3,2,208.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,15.204745476681644
1992-01-01,88,Rudi Cossey,38,30.0,10,9,854.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,49.27011830609942
1992-01-01,89,Costas Costa,110,23.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,90,Jorge Costa,12,20.0,6,4,414.0,1,0.0,0.0,0.0,2,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,26.593918101809326
1992-01-01,91,Alessandro Costacurta,2,26.0,10,10,876.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,50.3937138117174
1992-01-01,92,Fernando Couto,12,22.0,7,7,620.0,2,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,37.67665558904119
1992-01-01,93,Jorge Couto,12,22.0,8,6,562.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,34.05050645727408
1992-01-01,94,Peter Creve,38,30.0,7,4,387.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,24.959597366364996
1992-01-01,95,Carlo Cudicini,2,18.0,2,1,93.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,9.178187764730675
1992-01-01,96,Fernando De Napoli,2,28.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,97,Sulejman Demollari,65,28.0,4,4,301.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,20.51628786687572
1992-01-01,98,Mitchell van der Gaag,21,20.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,99,Marcel Desailly,17,23.0,10,10,900.0,1,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,52.028034547161724
1992-01-01,100,Didier Deschamps,17,23.0,11,11,946.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,54.12200798944978
1992-01-01,101,Péter Deszatnik,97,26.0,1,0,10.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,4.785950788224035
1992-01-01,102,Frank Deville,245,21.0,2,2,170.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.51935221825468
1992-01-01,103,John Devine,145,23.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,104,Éric Di Meco,17,28.0,9,8,737.0,0,0.0,0.0,0.0,3,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,43.14141554818318
1992-01-01,105,Aleksandrs Dibrivnijs,302,22.0,1,1,46.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,6.624561615598909
1992-01-01,106,Vasilis Dimitriadis,95,26.0,4,4,341.0,2,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,22.96776897004222
1992-01-01,107,Anton Dimitrov,45,21.0,1,0,21.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,5.347748541033025
1992-01-01,108,László Disztl,38,30.0,8,8,720.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,42.11996508853048
1992-01-01,109,Dejan Djuranović,372,24.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,110,Igor Dobrovolski,17,24.0,1,1,57.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,7.186359368407896
1992-01-01,111,Roberto Donadoni,2,28.0,6,5,447.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,27.870731176375212
1992-01-01,112,Tony Dorigo,30,26.0,5,5,450.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,27.870731176375212
1992-01-01,113,Stefan Draganov,45,25.0,1,1,90.0,1,0.0,1.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,9.280332810695946
1992-01-01,114,Eli Driks,303,27.0,2,0,47.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,6.828851707529449
1992-01-01,115,Yaron Drori,303,25.0,2,2,133.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,11.22108868403609
1992-01-01,116,Slobodan Dubajić,151,29.0,3,3,270.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.371241901605035
1992-01-01,117,Peter Dubovský,147,20.0,4,4,360.0,2,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.93814690671229
1992-01-01,118,Yuriy Dudnyk,98,23.0,2,0,72.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.105664782095332
1992-01-01,119,Jean-Philippe Durand,17,31.0,9,3,346.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.17205906197276
1992-01-01,120,Ian Durrant,49,25.0,9,9,807.0,3,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,47.942232708550904
1992-01-01,121,Tomasz Dziubiński,38,24.0,9,7,619.0,1,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,37.52343802009329
1992-01-01,123,Johnny Ekström,54,27.0,10,10,874.0,5,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,52.33446968505754
1992-01-01,124,Juul Ellerman,21,26.0,8,6,535.0,3,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,33.89728888832617
1992-01-01,125,Robert Englaro,372,22.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,126,Stefano Eranio,2,25.0,5,2,258.0,1,0.0,0.0,0.0,3,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.473386947570308
1992-01-01,127,Peter Eriksson,54,23.0,10,9,812.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,47.53365252468981
1992-01-01,128,Kaj Eskelinen,54,23.0,3,1,126.0,2,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,11.833958959827715
1992-01-01,129,Alberico Evani,2,29.0,6,5,418.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,26.389628009878784
1992-01-01,130,Jean-Jacques Eydelie,17,26.0,10,6,668.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,39.77062903132924
1992-01-01,131,Eyjólfur,151,23.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,18.371241901605035
1992-01-01,132,Emeka Ezeugo,195,26.0,1,1,90.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,8.871752626834864
1992-01-01,133,Ernest Faber,21,20.0,8,7,687.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,40.43457183010351
1992-01-01,134,Chris Fairclough,30,28.0,5,5,423.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,26.491773055844057
1992-01-01,135,Ilshat Faizulin,98,19.0,10,9,780.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,45.89933178924548
1992-01-01,136,Kostas Fasouliotis,110,21.0,2,0,50.0,1,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,7.390649460338438
1992-01-01,137,Luc Feiereisen,245,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,138,Ian Ferguson,49,25.0,7,7,630.0,1,0.0,0.0,0.0,2,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,37.77880063500646
1992-01-01,139,Albert Ferrer,5,22.0,4,4,360.0,0,0.0,0.0,0.0,1,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.120986538990124
1992-01-01,140,Jean-Marc Ferreri,17,29.0,4,1,119.0,2,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,11.62966886789717
1992-01-01,141,Patrick Feyder,245,20.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,13.62149726421995
1992-01-01,142,Rui Filipe,12,29.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,23.120986538990124
1992-01-01,143,Egil Fjetland,219,29.0,2,2,148.0,0,0.0,0.0,0.0,0,0,0.5402439024390244,0.48986405437824876,6.738704518192723,14.177928828468612,14.058376649340264,11.98717652877562
