Temporada,idJugador,Jugador,Equipo,Edad,PJ,Titular,Mín,Gls.,Ass,TP,TPint,TA,TR,xG,npxG,PrgC,PrgP,PrgR,Valoracion
1992-01-01,1,Berry van Aerle,21,29.0,6,6,443.0,0,0.0,0.0,0.0,2,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,27.637221557120075
1992-01-01,2,Giorgos Agorogiannis,95,26.0,3,1,91.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.200040760388713
1992-01-01,3,Ernst Aigner,62,25.0,3,3,270.0,0,0.0,0.0,0.0,3,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.34202237428044
1992-01-01,4,Kadir Akbulut,94,32.0,2,2,135.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.294014202676763
1992-01-01,5,Flórián Albert Jr.,97,24.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,6,Demetrio Albertini,2,20.0,7,7,581.0,1,0.0,0.0,0.0,1,1,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,35.093809912584824
1992-01-01,7,Alexis Alexandris,95,23.0,4,4,345.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,22.734259350787077
1992-01-01,8,Sefer Alibaev,429,24.0,1,1,20.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,5.267456490725792
1992-01-01,9,Daniel Amokachi,38,19.0,6,6,493.0,1,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,30.599427890112924
1992-01-01,10,Guillermo Amor,5,24.0,4,3,314.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,21.151011138325384
1992-01-01,11,Manuel Amoros,17,30.0,3,3,245.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,17.065209299714557
1992-01-01,12,Thomas Andersson,54,21.0,8,6,578.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,34.83844729767165
1992-01-01,13,Ion Andoni Goikoetxea,5,26.0,4,3,280.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,19.005965173054697
1992-01-01,14,Ivaylo Andonov,45,24.0,2,2,180.0,1,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,14.000857920756436
1992-01-01,15,António André,12,34.0,6,5,401.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,25.49217559184939
1992-01-01,16,Miguel Ángel Nadal,5,26.0,4,4,337.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,22.325679166925994
1992-01-01,17,Jocelyn Angloma,17,26.0,9,9,738.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,43.16326854384121
1992-01-01,19,Francesco Antonioli,2,22.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,20,Yuri Antonovich,98,25.0,4,3,328.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,21.457446276221198
1992-01-01,21,Jarosław Araszkiewicz,168,27.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,22,Assis,359,21.0,4,4,351.0,2,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.449274672543975
1992-01-01,23,Vitālijs Astafjevs,302,21.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,25,Vítor Baía,12,22.0,10,10,882.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,50.67092942228861
1992-01-01,26,Jacek Bąk,168,19.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,27,Jarosław Bako,94,27.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,28,Virginijus Baltušnikas,315,23.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,29,Fernando Bandeirinha,12,29.0,7,7,630.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.341000923820786
1992-01-01,30,Franco Baresi,2,32.0,8,8,720.0,0,0.0,0.0,0.0,2,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,42.09074556120588
1992-01-01,31,Fabien Barthez,17,21.0,10,10,900.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,51.59023483597604
1992-01-01,32,Marco van Basten,2,27.0,5,5,431.0,6,0.0,1.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,29.32261481554704
1992-01-01,33,David Batty,30,23.0,4,4,360.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,34,Yuri Bavykin,98,19.0,1,0,20.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,5.267456490725792
1992-01-01,35,Raymond Beerens,21,20.0,5,2,252.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,17.729152098488814
1992-01-01,36,Txiki Begiristain,5,27.0,4,4,317.0,2,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,21.712808891134372
1992-01-01,38,Igor Benedejčič,372,23.0,2,1,71.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.0253727317881
1992-01-01,39,Patrik Bengtsson,54,21.0,4,3,253.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.03558723638463
1992-01-01,40,Przemysław Bereszyński,168,23.0,4,4,323.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,21.20208366130802
1992-01-01,41,Krasimir Bezinski,45,31.0,2,2,135.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.294014202676763
1992-01-01,42,Olivier Biaggi,359,21.0,2,1,106.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.812911036180337
1992-01-01,43,Michael Binder,62,23.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,44,Bino,12,19.0,4,2,201.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,14.971235857426507
1992-01-01,45,Marc Birsens,245,25.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,48,Joachim Björklund,54,21.0,4,4,335.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,21.81495393709964
1992-01-01,49,Oļegs Blagonadeždins,302,19.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,50,Zvonimir Boban,2,23.0,6,6,540.0,1,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,32.99983647029677
1992-01-01,51,Alen Bokšić,17,22.0,8,8,710.0,6,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,44.031501434546016
1992-01-01,52,Basile Boli,17,25.0,9,9,810.0,2,0.0,0.0,0.0,3,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,47.657650566313116
1992-01-01,53,Foeke Booy,38,30.0,5,4,389.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,25.134667930970938
1992-01-01,54,David Borbiconi,245,23.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,55,Vital Borkelmans,38,29.0,7,7,630.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.341000923820786
1992-01-01,57,Barney Bowers,145,32.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,58,Hans van Breukelen,21,35.0,9,9,810.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,46.840490198590956
1992-01-01,59,Kim Brodersen,195,29.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,60,John Brown,49,30.0,10,10,900.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,51.59023483597604
1992-01-01,61,Alon Brumer,303,18.0,1,1,90.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,62,Gadi Brumer,303,18.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,63,Guido Buchwald,151,31.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.34202237428044
1992-01-01,64,Andreas Buck,151,24.0,3,3,270.0,2,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,19.159182742002603
1992-01-01,65,Yevgeni Bushmanov,98,20.0,9,8,664.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,39.79248202698729
1992-01-01,66,Kalusha Bwalya,21,28.0,3,0,102.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.761838513197702
1992-01-01,67,Dmitri Bystrov,98,25.0,7,7,630.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.341000923820786
1992-01-01,68,Ingve Bøe,219,27.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,69,Rıza Çalımbay,94,29.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,70,Raymond Campbell,145,23.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,71,Eric Cantona,30,26.0,5,5,400.0,2,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,26.105045867641014
1992-01-01,72,Juan Carlos,5,27.0,2,1,100.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.506475898284524
1992-01-01,73,Luis Carlos,359,24.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.34202237428044
1992-01-01,74,José Carlos Nascimento,12,27.0,4,4,360.0,4,0.0,1.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,24.726087747109858
1992-01-01,75,Antônio Carlos Santos,12,28.0,3,2,177.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895351
1992-01-01,76,Bernard Casoni,17,30.0,6,6,540.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,32.591256286435694
1992-01-01,77,Recep Çetin,94,26.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,78,Lee Chapman,30,32.0,5,5,450.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,28.250091832911693
1992-01-01,79,Nikos Charalampous,110,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,80,Marius Cheregi,65,24.0,3,3,300.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,19.8741980637595
1992-01-01,81,Claus Christiansen,195,24.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,82,Christodoulous Christodoulou,110,28.0,1,0,10.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,4.756731260899437
1992-01-01,83,Miroslav Chvíla,147,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,84,Sorin Cigan,97,28.0,1,1,80.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.331807869683914
1992-01-01,85,Alexandre Clot,359,19.0,1,0,11.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,4.807803783882073
1992-01-01,86,Avi Cohen,303,30.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,87,Ovidiu Cornel Hanganu,65,22.0,3,2,208.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,15.175525949357047
1992-01-01,88,Rudi Cossey,38,30.0,10,9,854.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,49.24089877877483
1992-01-01,89,Costas Costa,110,23.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,90,Jorge Costa,12,20.0,6,4,414.0,1,0.0,0.0,0.0,2,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,26.564698574484726
1992-01-01,91,Alessandro Costacurta,2,26.0,10,10,876.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,50.3644942843928
1992-01-01,92,Fernando Couto,12,22.0,7,7,620.0,2,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.64743606171659
1992-01-01,93,Jorge Couto,12,22.0,8,6,562.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,34.02128692994948
1992-01-01,94,Peter Creve,38,30.0,7,4,387.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,24.9303778390404
1992-01-01,95,Carlo Cudicini,2,18.0,2,1,93.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.148968237406079
1992-01-01,96,Fernando De Napoli,2,28.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,97,Sulejman Demollari,65,28.0,4,4,301.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,20.487068339551126
1992-01-01,98,Mitchell van der Gaag,21,20.0,1,1,90.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,99,Marcel Desailly,17,23.0,10,10,900.0,1,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,51.99881501983712
1992-01-01,100,Didier Deschamps,17,23.0,11,11,946.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,54.092788462125185
1992-01-01,101,Péter Deszatnik,97,26.0,1,0,10.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,4.756731260899437
1992-01-01,102,Frank Deville,245,21.0,2,2,170.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.490132690930082
1992-01-01,103,John Devine,145,23.0,2,2,180.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,104,Éric Di Meco,17,28.0,9,8,737.0,0,0.0,0.0,0.0,3,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,43.11219602085858
1992-01-01,105,Aleksandrs Dibrivnijs,302,22.0,1,1,46.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,6.59534208827431
1992-01-01,106,Vasilis Dimitriadis,95,26.0,4,4,341.0,2,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,22.938549442717623
1992-01-01,107,Anton Dimitrov,45,21.0,1,0,21.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,5.318529013708427
1992-01-01,108,László Disztl,38,30.0,8,8,720.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,42.09074556120588
1992-01-01,109,Dejan Djuranović,372,24.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,110,Igor Dobrovolski,17,24.0,1,1,57.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,7.157139841083298
1992-01-01,111,Roberto Donadoni,2,28.0,6,5,447.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,27.84151164905061
1992-01-01,112,Tony Dorigo,30,26.0,5,5,450.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,27.84151164905061
1992-01-01,113,Stefan Draganov,45,25.0,1,1,90.0,1,0.0,1.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,9.25111328337135
1992-01-01,114,Eli Driks,303,27.0,2,0,47.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,6.799632180204852
1992-01-01,115,Yaron Drori,303,25.0,2,2,133.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.191869156711489
1992-01-01,116,Slobodan Dubajić,151,29.0,3,3,270.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.34202237428044
1992-01-01,117,Peter Dubovský,147,20.0,4,4,360.0,2,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.908927379387695
1992-01-01,118,Yuriy Dudnyk,98,23.0,2,0,72.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.076445254770736
1992-01-01,119,Jean-Philippe Durand,17,31.0,9,3,346.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.142839534648164
1992-01-01,120,Ian Durrant,49,25.0,9,9,807.0,3,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,47.913013181226304
1992-01-01,121,Tomasz Dziubiński,38,24.0,9,7,619.0,1,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.494218492768695
1992-01-01,123,Johnny Ekström,54,27.0,10,10,874.0,5,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,52.30525015773295
1992-01-01,124,Juul Ellerman,21,26.0,8,6,535.0,3,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,33.868069361001574
1992-01-01,125,Robert Englaro,372,22.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,126,Stefano Eranio,2,25.0,5,2,258.0,1,0.0,0.0,0.0,3,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.444167420245712
1992-01-01,127,Peter Eriksson,54,23.0,10,9,812.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,47.504432997365214
1992-01-01,128,Kaj Eskelinen,54,23.0,3,1,126.0,2,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.804739432503116
1992-01-01,129,Alberico Evani,2,29.0,6,5,418.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,26.36040848255419
1992-01-01,130,Jean-Jacques Eydelie,17,26.0,10,6,668.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,39.741409504004636
1992-01-01,131,Eyjólfur,151,23.0,3,3,270.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,18.34202237428044
1992-01-01,132,Emeka Ezeugo,195,26.0,1,1,90.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,8.842533099510266
1992-01-01,133,Ernest Faber,21,20.0,8,7,687.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,40.4053523027789
1992-01-01,134,Chris Fairclough,30,28.0,5,5,423.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,26.46255352851946
1992-01-01,135,Ilshat Faizulin,98,19.0,10,9,780.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,45.87011226192087
1992-01-01,136,Kostas Fasouliotis,110,21.0,2,0,50.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,7.361429933013839
1992-01-01,137,Luc Feiereisen,245,25.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,138,Ian Ferguson,49,25.0,7,7,630.0,1,0.0,0.0,0.0,2,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,37.749581107681855
1992-01-01,139,Albert Ferrer,5,22.0,4,4,360.0,0,0.0,0.0,0.0,1,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,140,Jean-Marc Ferreri,17,29.0,4,1,119.0,2,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.600449340572572
1992-01-01,141,Patrick Feyder,245,20.0,2,2,180.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,13.592277736895353
1992-01-01,142,Rui Filipe,12,29.0,4,4,360.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,23.091767011665524
1992-01-01,143,Egil Fjetland,219,29.0,2,2,148.0,0,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,11.95795700145102
1992-01-01,144,Thomas Flögel,62,21.0,4,4,342.0,1,0.0,0.0,0.0,0,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,22.58104178183917
1992-01-01,145,Sergei Fokin,98,31.0,5,5,450.0,0,0.0,0.0,0.0,3,0,0.5357626443647886,0.48590203106331437,6.690561529271207,14.082039028275588,13.963560334528076,27.84151164905061
