idPartido,Temporada,Ronda,Local,Visitante,Evento,GolesLocal,GolesVisitante,VictoriaLocal,Empate,VictoriaVisitante,%_Victorias_Local,%_Empate,%_Victoria_Visitante,%_Equipo1_Ganado,%_Equipo2_Ganado,%_1_G_Temporada,%_1_G_Temporada_L,%_1_E_Temporada_L,%_1_P_Temporada_L,1_Media_G,1_Media_G_Local,1_Media_Goles_PP,1_ValorJugadores,1_MediaJugadores,%_2_G_Temporada,%_2_G_Temporada_L,%_2_E_Temporada_L,%_2_P_Temporada_L,2_Media_G,2_Media_G_Local,2_Media_Goles_PP,2_ValorJugadores,2_MediaJugadores
97,2023-01-01,Round of 16,68,1,Red Bull Arena,0,1,0,0,1,66.67,33.33,0.0,33.33,33.33,57.14,66.67,0.0,33.33,0.57,0.67,2.0,0.0,,63.64,50.0,50.0,0.0,0.64,0.5,1.91,0.0,
98,2023-01-01,Round of 16,153,15,Parken,1,3,0,0,1,66.67,33.33,0.0,0.0,66.67,28.57,66.67,0.0,33.33,0.29,0.67,1.29,0.0,,77.78,80.0,0.0,20.0,0.78,0.8,2.78,0.0,
99,2023-01-01,Round of 16,99,3,Stadio Olimpico,1,0,1,0,0,66.67,0.0,33.33,0.0,100.0,42.86,66.67,33.33,0.0,0.43,0.67,1.0,0.0,,63.64,66.67,33.33,0.0,0.64,0.67,1.64,0.0,
100,2023-01-01,Round of 16,28,69,Parc des Princes,2,0,1,0,0,0.0,0.0,100.0,100.0,0.0,36.36,40.0,40.0,20.0,0.36,0.4,1.55,0.0,,42.86,25.0,50.0,25.0,0.43,0.25,1.14,0.0,
101,2023-01-01,Round of 16,21,14,Philips Stadion,1,1,0,1,0,100.0,0.0,0.0,0.0,100.0,28.57,33.33,66.67,0.0,0.29,0.33,1.14,0.0,,45.45,50.0,50.0,0.0,0.45,0.5,1.27,0.0,
102,2023-01-01,Round of 16,7,24,Stadio Giuseppe Meazza,1,0,1,0,0,0.0,0.0,100.0,100.0,0.0,57.14,66.67,33.33,0.0,0.57,0.67,1.29,0.0,,55.56,80.0,0.0,20.0,0.56,0.8,2.56,0.0,
103,2023-01-01,Round of 16,12,31,Estádio Do Dragão,1,0,1,0,0,71.43,14.29,14.29,42.86,42.86,71.43,66.67,0.0,33.33,0.71,0.67,2.14,0.0,,44.44,60.0,20.0,20.0,0.44,0.6,2.11,0.0,
104,2023-01-01,Round of 16,90,5,Stadio Diego Armando Maradona,1,1,0,1,0,66.67,33.33,0.0,0.0,66.67,42.86,33.33,33.33,33.33,0.43,0.33,1.57,0.0,,66.67,80.0,0.0,20.0,0.67,0.8,2.11,0.0,
105,2023-01-01,Round of 16,3,99,Allianz Arena,3,0,1,0,0,66.67,0.0,33.33,66.67,33.33,54.55,60.0,40.0,0.0,0.55,0.6,1.36,0.0,,57.14,75.0,25.0,0.0,0.57,0.75,1.14,0.0,
106,2023-01-01,Round of 16,69,28,Reale Arena,1,2,0,0,1,100.0,0.0,0.0,0.0,100.0,42.86,33.33,66.67,0.0,0.43,0.33,1.0,0.0,,36.36,50.0,33.33,16.67,0.36,0.5,1.55,0.0,
107,2023-01-01,Round of 16,15,153,Etihad Stadium,3,1,1,0,0,33.33,33.33,33.33,66.67,0.0,77.78,75.0,0.0,25.0,0.78,0.75,2.78,0.0,,28.57,50.0,0.0,50.0,0.29,0.5,1.29,0.0,
108,2023-01-01,Round of 16,1,68,Estadio Santiago Bernabéu,1,1,0,1,0,66.67,0.0,33.33,66.67,33.33,72.73,60.0,40.0,0.0,0.73,0.6,1.91,0.0,,57.14,50.0,0.0,50.0,0.57,0.5,1.86,0.0,
109,2023-01-01,Round of 16,31,12,Emirates Stadium,1,0,0,0,1,85.71,14.29,0.0,42.86,42.86,44.44,75.0,25.0,0.0,0.44,0.75,2.0,0.0,,71.43,75.0,0.0,25.0,0.71,0.75,2.29,0.0,
110,2023-01-01,Round of 16,5,90,Estadi Olímpic Lluís Companys,3,1,1,0,0,33.33,66.67,0.0,33.33,0.0,55.56,75.0,0.0,25.0,0.56,0.75,1.89,0.0,,42.86,25.0,50.0,25.0,0.43,0.25,1.57,0.0,
111,2023-01-01,Round of 16,14,21,Signal Iduna Park,2,0,1,0,0,0.0,100.0,0.0,0.0,0.0,36.36,40.0,60.0,0.0,0.36,0.4,1.18,0.0,,28.57,25.0,75.0,0.0,0.29,0.25,1.29,0.0,
112,2023-01-01,Round of 16,24,7,Stadium Metropolitano,2,1,0,0,1,100.0,0.0,0.0,0.0,100.0,55.56,100.0,0.0,0.0,0.56,1.0,2.33,0.0,,57.14,75.0,25.0,0.0,0.57,0.75,1.29,0.0,
113,2023-01-01,Quarter-finals,31,3,Emirates Stadium,2,2,0,1,0,54.55,9.09,36.36,27.27,63.64,44.44,75.0,0.0,25.0,0.44,0.75,1.89,0.0,,63.64,66.67,33.33,0.0,0.64,0.67,1.45,0.0,
114,2023-01-01,Quarter-finals,1,15,Estadio Santiago Bernabéu,3,3,0,1,0,54.55,27.27,18.18,36.36,36.36,72.73,60.0,40.0,0.0,0.73,0.6,1.73,0.0,,88.89,80.0,0.0,20.0,0.89,0.8,2.78,0.0,
115,2023-01-01,Quarter-finals,24,14,Estadio Cívitas Metropolitano,2,1,1,0,0,100.0,0.0,0.0,33.33,66.67,44.44,75.0,0.0,25.0,0.44,0.75,2.33,0.0,,45.45,50.0,50.0,0.0,0.45,0.5,1.27,0.0,
116,2023-01-01,Quarter-finals,28,5,Parc des Princes,2,3,0,0,1,45.45,27.27,27.27,36.36,36.36,45.45,60.0,40.0,0.0,0.45,0.6,1.55,0.0,,55.56,80.0,0.0,20.0,0.56,0.8,1.89,0.0,
117,2023-01-01,Quarter-finals,5,28,Estadi Olímpic Lluís Companys,1,4,0,0,1,45.45,27.27,27.27,45.45,27.27,66.67,100.0,0.0,0.0,0.67,1.0,2.11,0.0,,36.36,50.0,33.33,16.67,0.36,0.5,1.36,0.0,
118,2023-01-01,Quarter-finals,14,24,Signal Iduna Park,4,2,1,0,0,100.0,0.0,0.0,33.33,66.67,36.36,40.0,60.0,0.0,0.36,0.4,1.0,0.0,,55.56,80.0,0.0,20.0,0.56,0.8,2.33,0.0,
119,2023-01-01,Quarter-finals,15,1,Etihad Stadium,1,1,0,0,1,54.55,36.36,9.09,36.36,27.27,88.89,100.0,0.0,0.0,0.89,1.0,3.0,0.0,,63.64,50.0,50.0,0.0,0.64,0.5,1.91,0.0,
120,2023-01-01,Quarter-finals,3,31,Allianz Arena,1,0,1,0,0,45.45,18.18,36.36,54.55,27.27,54.55,60.0,40.0,0.0,0.55,0.6,1.55,0.0,,44.44,60.0,20.0,20.0,0.44,0.6,2.11,0.0,
121,2023-01-01,Semi-finals,3,1,Allianz Arena,0,0,0,1,0,46.15,23.08,30.77,23.08,53.85,63.64,80.0,20.0,0.0,0.64,0.8,1.64,0.0,,72.73,50.0,50.0,0.0,0.73,0.5,2.0,0.0,
122,2023-01-01,Semi-finals,14,28,Signal Iduna Park,0,0,0,1,0,60.0,40.0,0.0,20.0,40.0,45.45,60.0,40.0,0.0,0.45,0.6,1.36,0.0,,45.45,50.0,33.33,16.67,0.45,0.5,1.73,0.0,
123,2023-01-01,Semi-finals,28,14,Parc des Princes,0,0,0,1,0,60.0,40.0,0.0,40.0,20.0,45.45,60.0,20.0,20.0,0.45,0.6,1.73,0.0,,45.45,50.0,50.0,0.0,0.45,0.5,1.36,0.0,
124,2023-01-01,Semi-finals,1,3,Estadio Santiago Bernabéu,0,0,0,1,0,46.15,23.08,30.77,53.85,23.08,72.73,60.0,40.0,0.0,0.73,0.6,2.0,0.0,,63.64,66.67,33.33,0.0,0.64,0.67,1.64,0.0,
