idEntrenador,Temporada,Equipo,Nun,Non,División,Edad,PJ,PG,PE,PP,Non
181,2019-20,Standard Liège,,,,60,-,-,-,-,
182,1990-91,Den Haag,,,1ª,43,34,10,8,16,
182,1991-92,Den Haag,,,1ª,44,25,3,8,14,
182,1997-98,Willem II,,,1ª,50,34,17,4,13,
182,1998-99,Willem II,,,1ª,51,34,20,5,9,
182,1999-00,Willem II,,,1ª,52,33,13,8,12,
182,2000-01,Ajax,,,1ª,53,34,18,7,9,
182,2001-02,Ajax,,,1ª,54,15,10,2,3,
182,2002-03,AZ Alkmaar,,,1ª,55,24,9,7,8,
182,2003-04,AZ Alkmaar,,,1ª,56,34,17,6,11,
182,2004-05,AZ Alkmaar,,,1ª,57,34,19,7,8,
182,2005-06,Porto,,,1ª,58,34,24,7,3,
182,2008-09,Red Bull Salzburg,,,,61,-,-,-,-,
182,2011-12,Twente,,,1ª,64,17,9,6,2,
183,2003-04,União de Leiria,,,1ª,35,34,11,12,11,
183,2011-12,Porto,,,1ª,43,30,23,6,1,
183,2012-13,Porto,,,1ª,44,30,24,6,0,
183,2014-15,Olympiacos,,,,46,-,-,-,-,
183,2015-16,Fenerbahçe,,,1ª,47,34,22,8,4,
183,2016-17,Fenerbahçe,,,,48,-,-,-,-,
183,2021-22,Fenerbahçe,,,1ª,53,17,8,4,5,
183,2022,Corinthians,,,1ª,54,38,18,11,9,
183,2022,Flamengo,,,,54,-,-,-,-,
184,2004-05,Rubin Kazan,,,,52,-,-,-,-,
184,2006-07,Rubin Kazan,,,,54,-,-,-,-,
184,2009-10,Rubin Kazan,,,,57,-,-,-,-,
184,2010-11,Rubin Kazan,,,,58,-,-,-,-,
184,2011-12,Rubin Kazan,,,,59,-,-,-,-,
184,2012-13,Rubin Kazan,,,,60,-,-,-,-,
184,2013-14,Rubin Kazan,,,,61,-,-,-,-,
184,2016-17,Rostov,,,,64,-,-,-,-,
184,2021-22,Kairat,,,,69,-,-,-,-,
185,2000-01,Slavia Praha,,,,44,-,-,-,-,
185,2003-04,Slovácko,,,,47,-,-,-,-,
185,2005-06,Slavia Praha,,,,49,-,-,-,-,
185,2006-07,Slavia Praha,,,,50,-,-,-,-,
185,2007-08,Slavia Praha,,,,51,-,-,-,-,
185,2008-09,Slavia Praha,,,,52,-,-,-,-,
185,2011-12,Slovan Bratislava,,,,55,-,-,-,-,
186,1998-99,Leeds,,,1ª,40,31,16,8,7,
186,1999-00,Leeds,,,1ª,41,38,21,6,11,
186,2000-01,Leeds,,,1ª,42,38,20,8,10,
186,2001-02,Leeds,,,1ª,43,38,18,12,8,
186,2003-04,Aston Villa,,,1ª,45,38,15,11,12,
186,2004-05,Aston Villa,,,1ª,46,38,12,11,15,
186,2005-06,Aston Villa,,,1ª,47,38,10,12,16,
187,2014-15,Anderlecht,,,,43,-,-,-,-,
187,2015-16,Anderlecht,,,,44,-,-,-,-,
187,2016-17,Legia Warszawa,,,,45,-,-,-,-,
187,2017-18,Olympiacos,,,,46,-,-,-,-,
188,1964-65,Liverpool,,,,51,-,-,-,-,
188,1965-66,Liverpool,,,,52,-,-,-,-,
188,1966-67,Liverpool,,,,53,-,-,-,-,
188,1967-68,Liverpool,,,,54,-,-,-,-,
188,1968-69,Liverpool,,,,55,-,-,-,-,
188,1969-70,Liverpool,,,,56,-,-,-,-,
188,1970-71,Liverpool,,,,57,-,-,-,-,
188,1971-72,Liverpool,,,,58,-,-,-,-,
188,1972-73,Liverpool,,,,59,-,-,-,-,
188,1973-74,Liverpool,,,,60,-,-,-,-,
189,1966-67,Steaua București,,,,46,-,-,-,-,
189,1967-68,Steaua București,,,,47,-,-,-,-,
189,1968-69,Steaua București,,,,48,-,-,-,-,
189,1969-70,Steaua București,,,,49,-,-,-,-,
189,1970-71,Steaua București,,,,50,-,-,-,-,
189,1971-72,Ajax,,,,51,-,-,-,-,
189,1972-73,Ajax,,,,52,-,-,-,-,
189,1981-82,Panathinaikos,,,,61,-,-,-,-,
189,1982-83,Panathinaikos,,,,62,-,-,-,-,
190,2013-14,Vojvodina,,,,34,-,-,-,-,
190,2014-15,Partizan,,,,35,-,-,-,-,
190,2017-18,Videoton,,,,38,-,-,-,-,
190,2018-19,Vidi,,,,39,-,-,-,-,
190,2019-20,Fehérvár,,,,40,-,-,-,-,
190,2020-21,Lokomotiv Moskva,,,,41,-,-,-,-,
190,2021-22,Lokomotiv Moskva,,,,42,-,-,-,-,
191,1961-62,Partizan,,,,38,-,-,-,-,
191,1962-63,Partizan,,,,39,-,-,-,-,
191,1963-64,Partizan,,,,40,-,-,-,-,
191,1964-65,Panathinaikos,,,,41,-,-,-,-,
191,1965-66,Panathinaikos,,,,42,-,-,-,-,
191,1967-68,Partizan,,,,44,-,-,-,-,
191,1969-70,Olympiacos,,,,46,-,-,-,-,
191,1974-75,Panathinaikos,,,,51,-,-,-,-,
192,1958-59,Köln Select,,,,39,-,-,-,-,
192,1962-63,Viktoria Köln,,,,43,-,-,-,-,
192,1965-66,Borussia Mönchengladbach,,,1ª,46,34,9,11,14,
192,1966-67,Borussia Mönchengladbach,,,1ª,47,34,12,10,12,
192,1967-68,Borussia Mönchengladbach,,,1ª,48,34,15,12,7,
192,1968-69,Borussia Mönchengladbach,,,1ª,49,34,13,11,10,
192,1969-70,Borussia Mönchengladbach,,,1ª,50,34,23,5,6,
192,1970-71,Borussia Mönchengladbach,,,1ª,51,34,20,10,4,
192,1971-72,Borussia Mönchengladbach,,,1ª,52,34,18,7,9,
192,1972-73,Borussia Mönchengladbach,,,1ª,53,34,17,5,12,
192,1973-74,Borussia Mönchengladbach,,,1ª,54,34,21,6,7,
192,1974-75,Borussia Mönchengladbach,,,1ª,55,34,21,8,5,
192,1975-76,Barcelona,,,1ª,56,28,15,5,8,
192,1976-77,Köln,,,1ª,57,34,17,6,11,
192,1977-78,Köln,,,1ª,58,34,22,4,8,
192,1978-79,Köln,,,1ª,59,34,13,12,9,
192,1979-80,Köln,,,1ª,60,28,12,8,8,
192,1982-83,Grasshopper,,,,63,-,-,-,-,
193,1983-84,Liverpool,,,,62,-,-,-,-,
193,1984-85,Liverpool,,,,63,-,-,-,-,
194,2011-12,Zürich,,,,45,-,-,-,-,
194,2013-14,Thun,,,,47,-,-,-,-,
194,2015-16,Basel,,,,49,-,-,-,-,
194,2016-17,Basel,,,,50,-,-,-,-,
194,2019-20,Union Berlin,,,1ª,53,34,12,5,17,
194,2020-21,Union Berlin,,,1ª,54,34,12,14,8,
194,2021-22,Union Berlin,,,1ª,55,34,16,9,9,
194,2022-23,Union Berlin,,,1ª,56,34,18,8,8,
194,2023-24,Union Berlin,,,1ª,57,11,2,0,9,
195,1964-65,Sparta Praha,,,,37,-,-,-,-,
195,1965-66,Sparta Praha,,,,38,-,-,-,-,
195,1967-68,Sparta Praha,,,,40,-,-,-,-,
195,1971-72,Den Haag,,,,44,-,-,-,-,
195,1972-73,Den Haag,,,,45,-,-,-,-,
195,1979-80,Feyenoord,,,,52,-,-,-,-,
195,1980-81,Feyenoord,,,,53,-,-,-,-,
195,1981-82,Feyenoord,,,,54,-,-,-,-,
195,1983-84,Sparta Praha,,,,56,-,-,-,-,
195,1986-87,Sparta Praha,,,,59,-,-,-,-,
195,1987-88,Sparta Praha,,,,60,-,-,-,-,
195,1990-91,Sparta Praha,,,,63,-,-,-,-,
196,2006-07,Wisła Kraków,,,,39,-,-,-,-,
196,2008-09,Unirea Urziceni,,,,41,-,-,-,-,
196,2009-10,Unirea Urziceni,,,,42,-,-,-,-,
196,2012-13,Dynamo Moskva,,,,45,-,-,-,-,
196,2019-20,Cluj,,,,52,-,-,-,-,
196,2020-21,Cluj,,,,53,-,-,-,-,
196,2020-21,Kayserispor,,,1ª,53,8,2,3,3,
196,2021-22,Cluj,,,,54,-,-,-,-,
196,2022-23,Cluj,,,,55,-,-,-,-,
197,2001-02,Xerez,,,2ª,42,42,19,9,14,
197,2002-03,Xerez,,,2ª,43,39,15,13,11,
197,2003-04,Shakhtar Donetsk,,,,44,-,-,-,-,
197,2004-05,Levante,,,1ª,45,34,9,8,17,
197,2005-06,Getafe,,,1ª,46,38,15,9,14,
197,2006-07,Getafe,,,1ª,47,38,14,10,14,
197,2007-08,Real Madrid,,,1ª,48,38,27,4,7,
197,2008-09,Real Madrid,,,1ª,49,14,8,2,4,
197,2010-11,Beşiktaş,,,1ª,51,25,10,6,9,
197,2013-14,Málaga,,,1ª,54,38,12,9,17,
198,2010-11,West Bromwich Albion,,,1ª,40,25,7,5,13,
198,2011-12,Chelsea,,,1ª,41,11,5,3,3,
198,2012-13,Chelsea,,,1ª,42,12,7,3,2,
198,2014-15,Schalke 04,,,1ª,44,27,11,7,9,
199,2022-23,København,,,,34,-,-,-,-,
199,2023-24,København,,,,35,-,-,-,-,
200,1983-84,Salgueiros,,,1ª,34,17,3,5,9,
200,1995-96,Sporting de Portugal,,,1ª,46,6,4,2,0,
200,1996-97,Sporting de Portugal,,,1ª,47,22,15,4,3,
200,1997-98,Sporting de Portugal,,,1ª,48,8,4,3,1,
200,2001-02,Porto,,,1ª,52,19,10,3,6,
201,1985-86,Anderlecht,,,,37,-,-,-,-,
201,1986-87,Anderlecht,,,,38,-,-,-,-,
201,1987-88,Stuttgart,,,1ª,39,34,16,8,10,
201,1988-89,Stuttgart,,,1ª,40,33,15,7,11,
201,1989-90,Stuttgart,,,1ª,41,25,12,3,10,
201,1990-91,Nürnberg,,,1ª,42,34,10,9,15,
201,1992-93,Standard Liège,,,,44,-,-,-,-,
201,1993-94,Standard Liège,,,,45,-,-,-,-,
201,1995-96,Feyenoord,,,1ª,47,25,14,6,5,
201,1996-97,Feyenoord,,,1ª,48,34,22,7,5,
201,1997-98,Feyenoord,,,1ª,49,12,6,2,4,
201,1998-99,Anderlecht,,,,50,-,-,-,-,
201,1999-00,PAOK,,,,51,-,-,-,-,
202,2012-13,Rio Ave,,,1ª,38,30,12,6,12,
202,2013-14,Rio Ave,,,1ª,39,30,8,8,14,
202,2014-15,Valencia,,,1ª,40,38,22,11,5,
202,2015-16,Valencia,,,1ª,41,13,5,4,4,
202,2016-17,Porto,,,1ª,42,34,22,10,2,
202,2018-19,Wolverhampton,,,1ª,44,38,16,9,13,
202,2019-20,Wolverhampton,,,1ª,45,38,15,14,9,
202,2020-21,Wolverhampton,,,1ª,46,38,12,9,17,
202,2021-22,Tottenham,,,1ª,47,10,5,0,5,
202,2023-24,Nottingham Forest,,,1ª,49,9,3,1,5,
203,2017-18,Basel,,,,40,-,-,-,-,
203,2018-19,Basel,,,,41,-,-,-,-,
203,2022-23,Young Boys,,,,45,-,-,-,-,
203,2023-24,Young Boys,,,,46,-,-,-,-,
204,2012-13,Steaua București,,,,37,-,-,-,-,
204,2013-14,Steaua București,,,,38,-,-,-,-,
204,2016-17,Steaua București,,,,41,-,-,-,-,
204,2021-22,Universitatea Craiova,,,,46,-,-,-,-,
204,2022-23,Neftçi,,,,47,-,-,-,-,
205,1968-69,Standard Liège,,,,41,-,-,-,-,
205,1969-70,Standard Liège,,,,42,-,-,-,-,
205,1970-71,Standard Liège,,,,43,-,-,-,-,
205,1971-72,Standard Liège,,,,44,-,-,-,-,
205,1972-73,Standard Liège,,,,45,-,-,-,-,
206,1976-77,Dundalk,,,,36,-,-,-,-,
206,1977-78,Dundalk,,,,37,-,-,-,-,
206,1979-80,Dundalk,,,,39,-,-,-,-,
206,1980-81,Dundalk,,,,40,-,-,-,-,
206,1981-82,Dundalk,,,,41,-,-,-,-,
206,1982-83,Dundalk,,,,42,-,-,-,-,
206,1984-85,Shamrock Rovers,,,,44,-,-,-,-,
206,1985-86,Shamrock Rovers,,,,45,-,-,-,-,
206,1988-89,Derry City,,,,48,-,-,-,-,
206,1989-90,Derry City,,,,49,-,-,-,-,
206,1990-91,Derry City,,,,50,-,-,-,-,
207,2006-07,União de Leiria,,,1ª,37,22,8,6,8,
207,2007-08,Académica,,,1ª,38,27,6,13,8,
207,2008-09,Académica,,,1ª,39,30,10,9,11,
207,2009-10,Braga,,,1ª,40,30,22,5,3,
207,2010-11,Braga,,,1ª,41,30,13,7,10,
207,2011-12,Sporting de Portugal,,,1ª,42,18,9,5,4,
207,2012-13,Deportivo de La Coruña,,,1ª,43,6,1,1,4,
207,2013-14,Kayserispor,,,1ª,44,9,3,1,5,
207,2014-15,Vitória de Setúbal,,,1ª,45,17,4,2,11,
207,2015-16,APOEL,,,,46,-,-,-,-,
207,2016-17,Os Belenenses,,,1ª,47,8,1,1,6,
207,2017-18,Os Belenenses,,,1ª,48,18,5,4,9,
208,2001-02,Longford Town,,,,30,-,-,-,-,
208,2003-04,Bohemians,,,,32,-,-,-,-,
208,2004-05,Bohemians,,,,33,-,-,-,-,
208,2006-07,Derry City,,,,35,-,-,-,-,
208,2007-08,Dunfermline,,,,36,-,-,-,-,
208,2009-10,Derry City,,,,38,-,-,-,-,
208,2012-13,Shamrock Rovers,,,,41,-,-,-,-,
208,2014-15,Dundalk,,,,43,-,-,-,-,
208,2015-16,Dundalk,,,,44,-,-,-,-,
208,2016-17,Dundalk,,,,45,-,-,-,-,
208,2017-18,Dundalk,,,,46,-,-,-,-,
208,2018-19,Dundalk,,,,47,-,-,-,-,
209,2015-16,Feyenoord,,,1ª,40,34,19,6,9,
209,2016-17,Feyenoord,,,1ª,41,34,26,4,4,
209,2017-18,Feyenoord,,,1ª,42,34,20,6,8,
209,2018-19,Feyenoord,,,1ª,43,34,20,5,9,
209,2021-22,Rangers,,,,46,-,-,-,-,
209,2022-23,Rangers,,,,47,-,-,-,-,
210,2004-05,Sparta Praha,,,,46,-,-,-,-,
210,2014-15,Slovan Bratislava,,,,56,-,-,-,-,
211,1997-98,Fortuna Sittard,,,1ª,45,31,14,6,11,
211,1998-99,Fortuna Sittard,,,1ª,46,34,12,8,14,
211,1999-00,Fortuna Sittard,,,1ª,47,34,10,8,16,
211,2000-01,Feyenoord,,,1ª,48,34,21,3,10,
211,2001-02,Feyenoord,,,1ª,49,34,19,7,8,
211,2002-03,Feyenoord,,,1ª,50,34,25,5,4,
211,2003-04,Feyenoord,,,1ª,51,34,20,8,6,
211,2004-05,Borussia Dortmund,,,1ª,52,34,15,10,9,
211,2005-06,Borussia Dortmund,,,1ª,53,34,11,13,10,
211,2006-07,Borussia Dortmund,,,1ª,54,17,5,7,5,
211,2007-08,Feyenoord,,,1ª,55,34,18,6,10,
211,2013-14,Hamburger,,,1ª,61,15,3,3,9,
212,1950-51,Barcelona,,,1ª,40,30,16,3,11,
212,1951-52,Barcelona,,,1ª,41,30,19,5,6,
212,1952-53,Barcelona,,,1ª,42,30,19,4,7,
212,1953-54,Barcelona,,,1ª,43,30,16,4,10,
212,1954-55,Atlético de Bilbao,,,1ª,44,30,15,9,6,
212,1955-56,Atlético de Bilbao,,,1ª,45,30,22,4,4,
212,1956-57,Atlético de Bilbao,,,1ª,46,30,16,5,9,
212,1957-58,Atlético de Madrid,,,1ª,47,30,16,10,4,
212,1958-59,Atlético de Madrid,,,1ª,48,30,13,6,11,
212,1959-60,Atlético de Madrid,,,1ª,49,6,3,0,3,
212,1960-61,Betis,,,1ª,50,30,11,8,11,
212,1961-62,Betis,,,1ª,51,30,10,8,12,
212,1962-63,Betis,,,1ª,52,10,3,1,6,
212,1963-64,Murcia,,,1ª,53,30,11,4,15,
212,1964-65,Sevilla,,,1ª,54,30,11,4,15,
212,1965-66,Indauchu,,,2ª,55,23,10,2,11,
212,1965-66,Zaragoza,,,1ª,55,7,3,3,1,
212,1966-67,Zaragoza,,,1ª,56,30,14,6,10,
212,1967-68,Elche,,,1ª,57,15,8,2,5,
212,1968-69,Betis,,,2ª,58,22,9,6,7,
212,1969-70,San Andrés,,,2ª,59,19,9,7,3,
212,1970-71,Español,,,1ª,60,30,8,9,13,
212,1971-72,Cádiz,,,2ª,61,5,2,0,3,
212,1973-74,San Andrés,,,2ª,63,37,15,7,15,
212,1974-75,Levante,,,,64,-,-,-,-,
212,1976-77,San Andrés,,,2ª,66,20,6,6,8,
212,1979-80,Moscardó,,,,69,-,-,-,-,
212,1981-82,Moscardó,,,,71,-,-,-,-,
213,2019-20,Chelsea,,,1ª,41,38,20,6,12,
213,2020-21,Chelsea,,,1ª,42,19,8,5,6,
213,2021-22,Everton,,,1ª,43,18,6,2,10,
213,2022-23,Everton,,,1ª,44,20,3,6,11,
213,2022-23,Chelsea,,,1ª,44,9,1,2,6,
214,1984-85,Auxerre,,,,46,-,-,-,-,
214,1985-86,Auxerre,,,,47,-,-,-,-,
214,1987-88,Auxerre,,,,49,-,-,-,-,
214,1989-90,Auxerre,,,,51,-,-,-,-,
214,1991-92,Auxerre,,,,53,-,-,-,-,
214,1992-93,Auxerre,,,,54,-,-,-,-,
214,1993-94,Auxerre,,,,55,-,-,-,-,
214,1994-95,Auxerre,,,1ª,56,38,15,17,6,
214,1995-96,Auxerre,,,1ª,57,38,22,6,10,
214,1996-97,Auxerre,,,1ª,58,38,17,10,11,
214,1997-98,Auxerre,,,1ª,59,34,14,9,11,
214,1998-99,Auxerre,,,1ª,60,34,9,10,15,
214,1999-00,Auxerre,,,1ª,61,34,13,8,13,
214,2001-02,Auxerre,,,1ª,63,28,14,8,6,
214,2002-03,Auxerre,,,1ª,64,38,18,10,10,
214,2003-04,Auxerre,,,1ª,65,38,19,8,11,
214,2004-05,Auxerre,,,1ª,66,38,14,10,14,
214,2007-08,Lens,,,1ª,69,4,0,2,2,
215,2008-09,Hafnarfjarðar,,,,39,-,-,-,-,
215,2009-10,Hafnarfjarðar,,,,40,-,-,-,-,
215,2010-11,Hafnarfjarðar,,,,41,-,-,-,-,
215,2011-12,Hafnarfjarðar,,,,42,-,-,-,-,
215,2012-13,Hafnarfjarðar,,,,43,-,-,-,-,
215,2013-14,Hafnarfjarðar,,,,44,-,-,-,-,
215,2014-15,Hafnarfjarðar,,,,45,-,-,-,-,
215,2015-16,Hafnarfjarðar,,,,46,-,-,-,-,
215,2016-17,Hafnarfjarðar,,,,47,-,-,-,-,
215,2017-18,Hafnarfjarðar,,,,48,-,-,-,-,
215,2021-22,Valur,,,,52,-,-,-,-,
216,2021-22,Red Bull Salzburg,,,,33,-,-,-,-,
216,2022-23,Red Bull Salzburg,,,,34,-,-,-,-,
217,1969-70,Twente,,,,43,-,-,-,-,
217,1970-71,Twente,,,,44,-,-,-,-,
217,1974-75,PSV,,,,48,-,-,-,-,
217,1975-76,PSV,,,,49,-,-,-,-,
217,1976-77,PSV,,,,50,-,-,-,-,
217,1977-78,PSV,,,,51,-,-,-,-,
217,1978-79,PSV,,,,52,-,-,-,-,
217,1979-80,PSV,,,,53,-,-,-,-,
217,1994-95,PSV,,,1ª,68,8,4,3,1,
218,1997-98,Nantes,,,1ª,49,34,11,8,15,
218,1998-99,Nantes,,,1ª,50,34,12,12,10,
218,1999-00,Nantes,,,1ª,51,34,12,7,15,
218,2000-01,Nantes,,,1ª,52,34,21,5,8,
218,2001-02,Nantes,,,1ª,53,19,4,4,11,
218,2002-03,Real Sociedad,,,1ª,54,38,22,10,6,
218,2003-04,Real Sociedad,,,1ª,55,38,11,13,14,
219,1988-89,Zaragoza,,,1ª,40,38,15,13,10,
219,1989-90,Zaragoza,,,1ª,41,38,16,8,14,
219,1990-91,Real Madrid,,,1ª,42,11,8,1,2,
219,1991-92,Real Madrid,,,1ª,43,19,14,3,2,
219,1992-93,Oviedo,,,1ª,44,18,7,3,8,
219,1993-94,Oviedo,,,1ª,45,38,12,13,13,
219,1994-95,Oviedo,,,1ª,46,38,13,13,12,
219,1995-96,Atlético de Madrid,,,1ª,47,42,26,9,7,
219,1996-97,Atlético de Madrid,,,1ª,48,42,20,11,11,
219,1997-98,Atlético de Madrid,,,1ª,49,38,16,12,10,
219,1998-99,Atlético de Madrid,,,1ª,50,11,3,4,4,
219,1999-00,Atlético de Madrid,,,1ª,51,11,0,5,6,
219,2000-01,Oviedo,,,1ª,52,38,11,8,19,
219,2002-03,Barcelona,,,1ª,54,18,9,6,3,
219,2003-04,Celta de Vigo,,,1ª,55,9,2,1,6,
220,1993-94,Hajduk Split,,,,42,-,-,-,-,
220,1994-95,Hajduk Split,,,,43,-,-,-,-,
220,1995-96,Hajduk Split,,,,44,-,-,-,-,
220,1998-99,Hajduk Split,,,,47,-,-,-,-,
220,1999-00,Hajduk Split,,,,48,-,-,-,-,
220,2002-03,NK Zagreb,,,,51,-,-,-,-,
220,2004-05,Hajduk Split,,,,53,-,-,-,-,
220,2008-09,Široki Brijeg,,,,57,-,-,-,-,
220,2011-12,RNK Split,,,,60,-,-,-,-,
221,1999-00,Troyes,,,1ª,43,34,13,4,17,
221,2000-01,Troyes,,,1ª,44,34,11,13,10,
221,2001-02,Troyes,,,1ª,45,34,13,8,13,
221,2002-03,Olympique de Marseille,,,1ª,46,38,19,8,11,
221,2003-04,Olympique de Marseille,,,1ª,47,18,10,0,8,
221,2004-05,Portsmouth,,,1ª,48,7,2,2,3,
221,2005-06,Portsmouth,,,1ª,49,13,2,4,7,
221,2006-07,Sochaux,,,1ª,50,38,15,12,11,
221,2007-08,Olympique Lyonnais,,,1ª,51,38,24,7,7,
221,2008-09,Saint-Étienne,,,1ª,52,25,8,6,11,
221,2009-10,Saint-Étienne,,,1ª,53,17,4,3,10,
222,1977-78,Aberdeen,,,,37,-,-,-,-,
222,1979-80,Celtic,,,,39,-,-,-,-,
222,1980-81,Celtic,,,,40,-,-,-,-,
222,1981-82,Celtic,,,,41,-,-,-,-,
222,1982-83,Celtic,,,,42,-,-,-,-,
222,1987-88,Celtic,,,,47,-,-,-,-,
222,1988-89,Celtic,,,,48,-,-,-,-,
222,1989-90,Celtic,,,,49,-,-,-,-,
223,1974-75,Atlético de Madrid,,,1ª,36,25,9,9,7,
223,1975-76,Atlético de Madrid,,,1ª,37,34,18,6,10,
223,1976-77,Atlético de Madrid,,,1ª,38,34,19,8,7,
223,1977-78,Atlético de Madrid,,,1ª,39,34,16,4,14,
223,1978-79,Atlético de Madrid,,,1ª,40,4,2,2,0,
223,1979-80,Atlético de Madrid,,,1ª,41,25,7,10,8,
223,1981-82,Betis,,,1ª,43,0,0,0,0,
223,1982-83,Atlético de Madrid,,,1ª,44,34,20,6,8,
223,1983-84,Atlético de Madrid,,,1ª,45,34,17,8,9,
223,1984-85,Atlético de Madrid,,,1ª,46,34,16,11,7,
223,1985-86,Atlético de Madrid,,,1ª,47,34,17,8,9,
223,1986-87,Atlético de Madrid,,,1ª,48,19,9,2,8,
223,1987-88,Barcelona,,,1ª,49,34,14,9,11,
223,1990-91,Español,,,1ª,52,38,12,10,16,
223,1991-92,Atlético de Madrid,,,1ª,53,38,24,5,9,
223,1992-93,Atlético de Madrid,,,1ª,54,20,8,6,6,
223,1993-94,Sevilla,,,1ª,55,38,15,12,11,
223,1994-95,Sevilla,,,1ª,56,38,16,11,11,
223,1995-96,Valencia,,,1ª,57,42,26,5,11,
223,1996-97,Valencia,,,1ª,58,13,5,2,6,
223,1997-98,Betis,,,1ª,59,38,17,8,13,
223,1999-00,Oviedo,,,1ª,61,38,11,12,15,
223,2000-01,Mallorca,,,1ª,62,38,20,11,7,
223,2001-02,Atlético de Madrid,,,2ª,63,42,23,10,9,
223,2002-03,Atlético de Madrid,,,1ª,64,38,12,11,15,
223,2003-04,Mallorca,,,1ª,65,32,14,4,14,
223,2004-05,España,,,,66,11,6,5,0,
223,2005-06,España,,,,67,15,11,3,1,
223,2006-07,España,,,,68,11,7,1,3,
223,2007-08,España,,,,69,17,14,3,0,
223,2008-09,Fenerbahçe,,,,70,-,-,-,-,
224,1996-97,Sparta Praha,,,,36,-,-,-,-,
224,1997-98,Sparta Praha,,,,37,-,-,-,-,
224,2009-10,Sparta Praha,,,,49,-,-,-,-,
224,2010-11,Sparta Praha,,,,50,-,-,-,-,
224,2011-12,Sparta Praha,,,,51,-,-,-,-,
225,1962-63,Anderlecht,,,,38,-,-,-,-,
225,1964-65,Anderlecht,,,,40,-,-,-,-,
225,1965-66,Anderlecht,,,,41,-,-,-,-,
225,1969-70,Anderlecht,,,,45,-,-,-,-,
225,1970-71,Anderlecht,,,,46,-,-,-,-,
225,1971-72,Las Palmas,,,1ª,47,34,15,8,11,
225,1972-73,Las Palmas,,,1ª,48,34,11,9,14,
225,1973-74,Las Palmas,,,1ª,49,34,14,5,15,
225,1974-75,Las Palmas,,,1ª,50,34,12,8,14,
225,1975-76,Sporting de Gijón,,,1ª,51,28,7,8,13,
226,2006-07,Kayserispor,,,,37,-,-,-,-,
226,2007-08,Beşiktaş,,,,38,-,-,-,-,
226,2008-09,Beşiktaş,,,,39,-,-,-,-,
226,2009-10,Bursaspor,,,1ª,40,34,23,6,5,
226,2010-11,Bursaspor,,,1ª,41,34,17,10,7,
226,2011-12,Bursaspor,,,1ª,42,34,13,10,11,
226,2012-13,Bursaspor,,,1ª,43,19,6,9,4,
226,2013-14,Eskişehirspor,,,1ª,44,34,10,12,12,
226,2014-15,Eskişehirspor,,,1ª,45,16,3,7,6,
226,2015-16,Bursaspor,,,1ª,46,13,5,0,8,
226,2017-18,Yeni Malatyaspor,,,1ª,48,4,1,1,2,
226,2018-19,Kayserispor,,,1ª,49,14,3,3,8,
227,1978-79,Strasbourg,,,,37,-,-,-,-,
227,1979-80,Strasbourg,,,,38,-,-,-,-,
227,1980-81,Brugge,,,,39,-,-,-,-,
227,1981-82,Neuchâtel Xamax,,,,40,-,-,-,-,
227,1984-85,Neuchâtel Xamax,,,,43,-,-,-,-,
227,1985-86,Neuchâtel Xamax,,,,44,-,-,-,-,
227,1986-87,Neuchâtel Xamax,,,,45,-,-,-,-,
227,1987-88,Neuchâtel Xamax,,,,46,-,-,-,-,
227,1988-89,Neuchâtel Xamax,,,,47,-,-,-,-,
227,1995-96,Neuchâtel Xamax,,,,54,-,-,-,-,
227,1996-97,Neuchâtel Xamax,,,,55,-,-,-,-,
227,1997-98,Neuchâtel Xamax,,,,56,-,-,-,-,
227,2000-01,Zürich,,,,59,-,-,-,-,
227,2001-02,Metz,,,1ª,60,17,4,4,9,
228,1997-98,Chelsea,,,1ª,33,13,6,0,7,
228,1998-99,Chelsea,,,1ª,34,38,20,15,3,
228,1999-00,Chelsea,,,1ª,35,38,18,11,9,
228,2000-01,Chelsea,,,1ª,36,5,1,3,1,
229,1981-82,Girondins de Bordeaux,,,,40,-,-,-,-,
229,1982-83,Girondins de Bordeaux,,,,41,-,-,-,-,
229,1983-84,Girondins de Bordeaux,,,,42,-,-,-,-,
229,1984-85,Girondins de Bordeaux,,,,43,-,-,-,-,
229,1985-86,Girondins de Bordeaux,,,,44,-,-,-,-,
229,1986-87,Girondins de Bordeaux,,,,45,-,-,-,-,
229,1987-88,Girondins de Bordeaux,,,,46,-,-,-,-,
229,1988-89,Girondins de Bordeaux,,,,47,-,-,-,-,
230,1969-70,Alavés,,,,42,-,-,-,-,
230,1970-71,Panathinaikos,,,,43,-,-,-,-,
230,1971-72,Panathinaikos,,,,44,-,-,-,-,
230,1972-73,Panathinaikos,,,,45,-,-,-,-,
230,1973-74,Panathinaikos,,,,46,-,-,-,-,
230,1974-75,Murcia,,,1ª,47,19,3,5,11,
230,1978-79,AEK,,,,51,-,-,-,-,
231,2015-16,Eintracht Frankfurt,,,1ª,44,9,4,0,5,
231,2016-17,Eintracht Frankfurt,,,1ª,45,34,11,9,14,
231,2017-18,Eintracht Frankfurt,,,1ª,46,34,14,7,13,
231,2018-19,Bayern München,,,1ª,47,34,24,6,4,
231,2019-20,Bayern München,,,1ª,48,10,5,3,2,
231,2020-21,Monaco,,,1ª,49,38,24,6,8,
231,2021-22,Monaco,,,1ª,50,19,8,5,6,
231,2022-23,Wolfsburg,,,1ª,51,34,13,10,11,
