Temporada,Ronda,Wk,Dia,Fecha,Hora,Local,Resultado,Visitante,Público,Evento,Árbitro,Reporte,Notas
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2006-2007,Group stage,2,Tue,2006-09-26,,Lillefr,0–0,itMilan,,Stade Bollaert,Mejuto González,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Bordeauxfr,0–1,nlPSV Eindhoven,,Stade Chaban,Olegário Benquerença,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Interit,0–2,deBayern Munich,,Stadio Giuseppe Meazza,Stephen Bennett,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Levski Sofiabg,1–3,engChelsea,,Natsionalen Stadion Vasil Levski,Laurent Duhamel,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Valenciaes,2–1,itRoma,,Estadi de Mestalla,Herbert Fandel,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Liverpooleng,3–2,trGalatasaray,,Anfield,Medina Cantalejo,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Werder Bremende,1–1,esBarcelona,,Weserstadion,Roberto Rosetti,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Shakhtarua,2–2,grOlympiacos,,RSC Olympiyskiy Stadium,Eric Braamhaar,Match Report,
2006-2007,Group stage,2,Wed,2006-09-27,,Spartak Moscowru,1–1,ptSporting CP,,Stadion Luzhniki,Martin Hansson,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Group stage,3,Tue,2006-10-17,,Manchester Utdeng,3–0,dkFC Copenhagen,,Old Trafford,Jan Wegereef,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Anderlechtbe,0–1,itMilan,,Constant Vanden Stock Stadium,Medina Cantalejo,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,CSKA Moscowru,1–0,engArsenal,,Stadion Lokomotiv,Mejuto González,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Celticsct,3–0,ptBenfica,,Celtic Park,Eric Braamhaar,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Portopt,4–1,deHamburger SV,,Estádio do Dragão,Alain Hamer,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Steauaro,1–4,esReal Madrid,,Stadionul Steaua,Roberto Rosetti,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Dynamo Kyivua,0–3,frLyon,,NSK Olimpiyskyi,Domenico Messina,Match Report,
2006-2007,Group stage,3,Tue,2006-10-17,,Lillefr,3–1,grAEK Athens,,Stade Félix,Florian Meyer,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Bordeauxfr,0–1,engLiverpool,,Stade Chaban,Tom Henning Øvrebø,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Werder Bremende,2–0,bgLevski Sofia,,Weserstadion,Paul Allaerts,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Chelseaeng,1–0,esBarcelona,,Stamford Bridge,Frank de Bleeckere,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Galatasaraytr,1–2,nlPSV Eindhoven,,Atatürk Olimpiyat Stadium,Iouri Baskakov,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Valenciaes,2–0,uaShakhtar,,Estadi de Mestalla,Mike Riley,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Sporting CPpt,0–1,deBayern Munich,,José Alvalade,Terje Hauge,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Interit,2–1,ruSpartak Moscow,,Stadio Giuseppe Meazza,Bertrand Layec,Match Report,
2006-2007,Group stage,3,Wed,2006-10-18,,Olympiacosgr,0–1,itRoma,,Stadio Georgios Karaiskakis,Graham Poll,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Group stage,4,Tue,2006-10-31,,Bayern Munichde,0–0,ptSporting CP,,Fußball Arena München,Massimo Busacca,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Romait,1–1,grOlympiacos,,Stadio Olimpico,Olegário Benquerença,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Levski Sofiabg,0–3,deWerder Bremen,,Natsionalen Stadion Vasil Levski,Matteo Trefoloni,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Liverpooleng,3–0,frBordeaux,,Anfield,Markus Merk,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Spartak Moscowru,0–1,itInter,,Stadion Luzhniki,Claus Bo Larsen,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,PSV Eindhovennl,2–0,trGalatasaray,,PSV Stadion,Martin Hansson,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Barcelonaes,2–2,engChelsea,,Camp Nou,Stefano Farina,Match Report,
2006-2007,Group stage,4,Tue,2006-10-31,,Shakhtarua,2–2,esValencia,,RSC Olympiyskiy Stadium,Peter Fröjdfeldt,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Milanit,4–1,beAnderlecht,,Stadio Giuseppe Meazza,Herbert Fandel,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Real Madrides,1–0,roSteaua,,Estadio Santiago Bernabéu,Konrad Plautz,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,FC Copenhagendk,1–0,engManchester Utd,,FC København Stadium,Wolfgang Stark,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Hamburger SVde,1–3,ptPorto,,Hamburg Arena,Laurent Duhamel,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Arsenaleng,0–0,ruCSKA Moscow,,Arsenal Stadium,Ľuboš Michel,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Lyonfr,1–0,uaDynamo Kyiv,,Stade de Gerland,Pieter Vink,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,Benficapt,3–0,sctCeltic,,Estádio do Sport Lisboa e Benfica,Kyros Vassaras,Match Report,
2006-2007,Group stage,4,Wed,2006-11-01,,AEK Athensgr,1–0,frLille,,OAKA Spiros Louis,Stephen Bennett,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Group stage,5,Tue,2006-11-21,,CSKA Moscowru,0–2,ptPorto,,Stadion Lokomotiv,Kyros Vassaras,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Lillefr,2–2,beAnderlecht,,Stade Bollaert,Tom Henning Øvrebø,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Arsenaleng,3–1,deHamburger SV,,Arsenal Stadium,Claus Bo Larsen,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,AEK Athensgr,1–0,itMilan,,OAKA Spiros Louis,Eric Braamhaar,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Celticsct,1–0,engManchester Utd,,Celtic Park,Mejuto González,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Real Madrides,2–2,frLyon,,Estadio Santiago Bernabéu,Terje Hauge,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Steauaro,1–1,uaDynamo Kyiv,,Stadionul Steaua,Jaroslav Jara,Match Report,
2006-2007,Group stage,5,Tue,2006-11-21,,Benficapt,3–1,dkFC Copenhagen,,Estádio do Sport Lisboa e Benfica,Roberto Rosetti,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Bordeauxfr,3–1,trGalatasaray,,Stade Chaban,Vladimir Hrinak,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Werder Bremende,1–0,engChelsea,,Weserstadion,Ľuboš Michel,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Levski Sofiabg,0–2,esBarcelona,,Natsionalen Stadion Vasil Levski,Iouri Baskakov,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Valenciaes,2–0,grOlympiacos,,Estadi de Mestalla,Laurent Duhamel,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Shakhtarua,1–0,itRoma,,RSC Olympiyskiy Stadium,Wolfgang Stark,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Interit,1–0,ptSporting CP,,Stadio Giuseppe Meazza,Frank de Bleeckere,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Liverpooleng,2–0,nlPSV Eindhoven,,Anfield,Domenico Messina,Match Report,
2006-2007,Group stage,5,Wed,2006-11-22,,Spartak Moscowru,2–2,deBayern Munich,,Stadion Luzhniki,Grzegorz Gilewski,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Group stage,6,Tue,2006-12-05,,Olympiacosgr,1–1,uaShakhtar,,Stadio Georgios Karaiskakis,Stephen Bennett,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Bayern Munichde,1–1,itInter,,Fußball Arena München,Medina Cantalejo,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,PSV Eindhovennl,1–3,frBordeaux,,PSV Stadion,Iturralde González,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Galatasaraytr,3–2,engLiverpool,,Atatürk Olimpiyat Stadium,Olegário Benquerença,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Chelseaeng,2–0,bgLevski Sofia,,Stamford Bridge,Alain Hamer,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Romait,1–0,esValencia,,Stadio Olimpico,Konrad Plautz,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Barcelonaes,2–0,deWerder Bremen,,Camp Nou,Massimo Busacca,Match Report,
2006-2007,Group stage,6,Tue,2006-12-05,,Sporting CPpt,1–3,ruSpartak Moscow,,José Alvalade,Nicolai Vollquartz,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Milanit,0–2,frLille,,Stadio Giuseppe Meazza,Graham Poll,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Anderlechtbe,2–2,grAEK Athens,,Constant Vanden Stock Stadium,Peter Fröjdfeldt,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Manchester Utdeng,3–1,ptBenfica,,Old Trafford,Herbert Fandel,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,FC Copenhagendk,3–1,sctCeltic,,FC København Stadium,Bertrand Layec,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Dynamo Kyivua,2–2,esReal Madrid,,NSK Olimpiyskyi,Mike Riley,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Hamburger SVde,3–2,ruCSKA Moscow,,Hamburg Arena,Stefano Farina,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Lyonfr,1–1,roSteaua,,Stade de Gerland,Darko Čeferin,Match Report,
2006-2007,Group stage,6,Wed,2006-12-06,,Portopt,0–0,engArsenal,,Estádio do Dragão,Markus Merk,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Round of 16,,Tue,2007-02-20,,Lillefr,0–1,engManchester Utd,,Stade Félix,Eric Braamhaar,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Tue,2007-02-20,,Real Madrides,3–2,deBayern Munich,,Estadio Santiago Bernabéu,Frank de Bleeckere,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Tue,2007-02-20,,Celticsct,0–0,itMilan,,Celtic Park,Terje Hauge,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Tue,2007-02-20,,PSV Eindhovennl,1–0,engArsenal,,PSV Stadion,Tom Henning Øvrebø,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Wed,2007-02-21,,Portopt,1–1,engChelsea,,Estádio do Dragão,Massimo Busacca,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Wed,2007-02-21,,Barcelonaes,1–2,engLiverpool,,Camp Nou,Kyros Vassaras,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Wed,2007-02-21,,Romait,0–0,frLyon,,Stadio Olimpico,Mike Riley,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Wed,2007-02-21,,Interit,2–2,esValencia,,Stadio Giuseppe Meazza,Martin Hansson,Match Report,Leg 1 of 2
2006-2007,Round of 16,,Tue,2007-03-06,,Valenciaes,0–0,itInter,,Estadi de Mestalla,Wolfgang Stark,Match Report,Leg 2 of 2; Valencia won
2006-2007,Round of 16,,Tue,2007-03-06,,Lyonfr,0–2,itRoma,,Stade de Gerland,Mejuto González,Match Report,Leg 2 of 2; Roma won
2006-2007,Round of 16,,Tue,2007-03-06,,Liverpooleng,0–1,esBarcelona,,Anfield,Herbert Fandel,Match Report,Leg 2 of 2; Liverpool won
2006-2007,Round of 16,,Tue,2007-03-06,,Chelseaeng,2–1,ptPorto,,Stamford Bridge,Roberto Rosetti,Match Report,Leg 2 of 2; Chelsea won
2006-2007,Round of 16,,Wed,2007-03-07,,Milanit,1–0,sctCeltic,,Stadio Giuseppe Meazza,Konrad Plautz,Match Report,Leg 2 of 2; Milan won; Required Extra Time
2006-2007,Round of 16,,Wed,2007-03-07,,Manchester Utdeng,1–0,frLille,,Old Trafford,Medina Cantalejo,Match Report,Leg 2 of 2; Manchester Utd won
2006-2007,Round of 16,,Wed,2007-03-07,,Bayern Munichde,2–1,esReal Madrid,,Fußball Arena München,Ľuboš Michel,Match Report,Leg 2 of 2; Bayern Munich won
2006-2007,Round of 16,,Wed,2007-03-07,,Arsenaleng,1–1,nlPSV Eindhoven,,Arsenal Stadium,Alain Hamer,Match Report,Leg 2 of 2; PSV Eindhoven won
2006-2007,Quarter-finals,,Tue,2007-04-03,,PSV Eindhovennl,0–3,engLiverpool,,PSV Stadion,Bertrand Layec,Match Report,Leg 1 of 2
2006-2007,Quarter-finals,,Tue,2007-04-03,,Milanit,2–2,deBayern Munich,,Stadio Giuseppe Meazza,Iouri Baskakov,Match Report,Leg 1 of 2
2006-2007,Quarter-finals,,Wed,2007-04-04,,Romait,2–1,engManchester Utd,,Stadio Olimpico,Herbert Fandel,Match Report,Leg 1 of 2
2006-2007,Quarter-finals,,Wed,2007-04-04,,Chelseaeng,1–1,esValencia,,Stamford Bridge,Frank de Bleeckere,Match Report,Leg 1 of 2
2006-2007,Quarter-finals,,Tue,2007-04-10,,Manchester Utdeng,7–1,itRoma,,Old Trafford,Ľuboš Michel,Match Report,Leg 2 of 2; Manchester Utd won
2006-2007,Quarter-finals,,Tue,2007-04-10,,Valenciaes,1–2,engChelsea,,Estadi de Mestalla,Kyros Vassaras,Match Report,Leg 2 of 2; Chelsea won
2006-2007,Quarter-finals,,Wed,2007-04-11,,Liverpooleng,1–0,nlPSV Eindhoven,,Anfield,Roberto Rosetti,Match Report,Leg 2 of 2; Liverpool won
2006-2007,Quarter-finals,,Wed,2007-04-11,,Bayern Munichde,0–2,itMilan,,Fußball Arena München,Mejuto González,Match Report,Leg 2 of 2; Milan won
2006-2007,Semi-finals,,Tue,2007-04-24,,Manchester Utdeng,3–2,itMilan,,Old Trafford,Kyros Vassaras,Match Report,Leg 1 of 2
2006-2007,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2006-2007,Semi-finals,,Wed,2007-04-25,,Chelseaeng,1–0,engLiverpool,,Stamford Bridge,Markus Merk,Match Report,Leg 1 of 2
2006-2007,Semi-finals,,Tue,2007-05-01,,Liverpooleng,(4)1–0(1),engChelsea,,Anfield,Mejuto González,Match Report,Leg 2 of 2; Liverpool won; Liverpool won on penalty kicks following extra time
2006-2007,Semi-finals,,Wed,2007-05-02,,Milanit,3–0,engManchester Utd,,Stadio Giuseppe Meazza,Frank de Bleeckere,Match Report,Leg 2 of 2; Milan won
2006-2007,Final,,Wed,2007-05-23,,Milanit,2–1,engLiverpool,,OAKA Spiros Louis (Neutral Site),Herbert Fandel,Match Report,
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2005-2006,Group stage,1,Tue,2005-09-13,,Milanit,3–1,trFenerbahçe,,Stadio Giuseppe Meazza,Mike Riley,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Artmediask,0–1,itInter,,Tehelné Pole,Éric Poulat,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Lyonfr,3–0,esReal Madrid,,Stade de Gerland,Massimo De Santis,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Rangerssct,3–2,ptPorto,,Ibrox Stadium,Jan Wegereef,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Olympiacosgr,1–3,noRosenborg,,Stadio Georgios Karaiskakis,Stefano Farina,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,PSV Eindhovennl,1–0,deSchalke 04,,PSV Stadion,Iouri Baskakov,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Betises,1–2,engLiverpool,,Manuel Ruíz de Lopera,Konrad Plautz,Match Report,
2005-2006,Group stage,1,Tue,2005-09-13,,Chelseaeng,1–0,beAnderlecht,,Stamford Bridge,Wolfgang Stark,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Arsenaleng,2–1,chThun,,Highbury,Grzegorz Gilewski,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Benficapt,1–0,frLille,,Estádio do Sport Lisboa e Benfica,René Temmink,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Sparta Praguecz,1–1,nlAjax,,Stadion Letná,Claus Bo Larsen,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Villarreales,0–0,engManchester Utd,,Estadio El Madrigal,Kim Milton Nielsen,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Rapid Wienat,0–1,deBayern Munich,,Ernst,Alain Sars,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Club Bruggebe,1–2,itJuventus,,Jan Breydelstadion,Medina Cantalejo,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Udineseit,3–0,grPanathinaikos,,Stadio Friuli,Olegário Benquerença,Match Report,
2005-2006,Group stage,1,Wed,2005-09-14,,Werder Bremende,0–2,esBarcelona,,Weserstadion,Terje Hauge,Match Report,
2005-2006,,,,,,,,,,,,,
2005-2006,Group stage,2,Tue,2005-09-27,,Panathinaikosgr,2–1,deWerder Bremen,,OAKA Spiros Louis,Éric Poulat,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Barcelonaes,4–1,itUdinese,,Camp Nou,Stephen Bennett,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Thunch,1–0,czSparta Prague,,Stade de Suisse,Bertrand Layec,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Manchester Utdeng,2–1,ptBenfica,,Old Trafford,Ľuboš Michel,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Lillefr,0–0,esVillarreal,,Stade de France,Peter Fröjdfeldt,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Juventusit,3–0,atRapid Wien,,Delle Alpi,Martin Hansson,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Bayern Munichde,1–0,beClub Brugge,,Fußball Arena München,Tom Henning Øvrebø,Match Report,
2005-2006,Group stage,2,Tue,2005-09-27,,Ajaxnl,1–2,engArsenal,,Amsterdam ArenA,Medina Cantalejo,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Fenerbahçetr,3–0,nlPSV Eindhoven,,Şükrü Saracoğlu,Mejuto González,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Liverpooleng,0–0,engChelsea,,Anfield,Massimo De Santis,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Anderlechtbe,0–1,esBetis,,Constant Vanden Stock Stadium,Roberto Rosetti,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Interit,1–0,sctRangers,,Stadio Giuseppe Meazza,Kyros Vassaras,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Portopt,2–3,skArtmedia,,Estádio do Dragão,Massimo Busacca,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Rosenborgno,0–1,frLyon,,Lerkendal Stadion,Iouri Baskakov,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Schalke 04de,2–2,itMilan,,Stadion Gelsenkirchen,Claus Bo Larsen,Match Report,
2005-2006,Group stage,2,Wed,2005-09-28,,Real Madrides,2–1,grOlympiacos,,Estadio Santiago Bernabéu,Markus Merk,Match Report,
2005-2006,,,,,,,,,,,,,
2005-2006,Group stage,3,Tue,2005-10-18,,Villarreales,1–1,ptBenfica,,Estadio El Madrigal,Florian Meyer,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Rapid Wienat,0–1,beClub Brugge,,Ernst,Stuart Dougal,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Sparta Praguecz,0–2,engArsenal,,Stadion Letná,Wolfgang Stark,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Panathinaikosgr,0–0,esBarcelona,,OAKA Spiros Louis,Frank de Bleeckere,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Manchester Utdeng,0–0,frLille,,Old Trafford,Stefano Farina,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Bayern Munichde,2–1,itJuventus,,Fußball Arena München,Kyros Vassaras,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Ajaxnl,2–0,chThun,,Amsterdam ArenA,Roberto Rosetti,Match Report,
2005-2006,Group stage,3,Tue,2005-10-18,,Udineseit,1–1,deWerder Bremen,,Stadio Friuli,René Temmink,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Real Madrides,4–1,noRosenborg,,Estadio Santiago Bernabéu,Stephen Bennett,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Lyonfr,2–1,grOlympiacos,,Stade de Gerland,Graham Poll,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Chelseaeng,4–0,esBetis,,Stamford Bridge,Terje Hauge,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Rangerssct,0–0,skArtmedia,,Ibrox Stadium,Daudén Ibáñez,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Fenerbahçetr,3–3,deSchalke 04,,Şükrü Saracoğlu,Alain Hamer,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Milanit,0–0,nlPSV Eindhoven,,Stadio Giuseppe Meazza,Konrad Plautz,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Portopt,2–0,itInter,,Estádio do Dragão,Valentin Ivanov,Match Report,
2005-2006,Group stage,3,Wed,2005-10-19,,Anderlechtbe,0–1,engLiverpool,,Constant Vanden Stock Stadium,Massimo Busacca,Match Report,
2005-2006,,,,,,,,,,,,,
2005-2006,Group stage,4,Tue,2005-11-01,,PSV Eindhovennl,1–0,itMilan,,PSV Stadion,Graham Poll,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Liverpooleng,3–0,beAnderlecht,,Anfield,Kim Milton Nielsen,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Schalke 04de,2–0,trFenerbahçe,,Stadion Gelsenkirchen,Medina Cantalejo,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Olympiacosgr,1–4,frLyon,,Stadio Georgios Karaiskakis,Peter Fröjdfeldt,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Interit,2–1,ptPorto,,Stadio Giuseppe Meazza,Mejuto González,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Betises,1–0,engChelsea,,Manuel Ruíz de Lopera,Alain Hamer,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Rosenborgno,0–2,esReal Madrid,,Lerkendal Stadion,Wolfgang Stark,Match Report,
2005-2006,Group stage,4,Tue,2005-11-01,,Artmediask,2–2,sctRangers,,Tehelné Pole,Florian Meyer,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Juventusit,2–1,deBayern Munich,,Delle Alpi,Ľuboš Michel,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Werder Bremende,4–3,itUdinese,,Weserstadion,Iouri Baskakov,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Club Bruggebe,3–2,atRapid Wien,,Jan Breydelstadion,Alon Yefet,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Benficapt,0–1,esVillarreal,,Estádio do Sport Lisboa e Benfica,Frank de Bleeckere,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Barcelonaes,5–0,grPanathinaikos,,Camp Nou,René Temmink,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Lillefr,1–0,engManchester Utd,,Stade de France,Markus Merk,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Arsenaleng,3–0,czSparta Prague,,Highbury,Alain Sars,Match Report,
2005-2006,Group stage,4,Wed,2005-11-02,,Thunch,2–4,nlAjax,,Stade de Suisse,Vladimir Hrinak,Match Report,
2005-2006,,,,,,,,,,,,,
2005-2006,Group stage,5,Tue,2005-11-22,,Lillefr,0–0,ptBenfica,,Stade de France,Massimo Busacca,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Panathinaikosgr,1–2,itUdinese,,OAKA Spiros Louis,Graham Poll,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Manchester Utdeng,0–0,esVillarreal,,Old Trafford,Massimo De Santis,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Bayern Munichde,4–0,atRapid Wien,,Fußball Arena München,Daudén Ibáñez,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Juventusit,1–0,beClub Brugge,,Delle Alpi,Rob Styles,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Thunch,0–1,engArsenal,,Stade de Suisse,Lucílio Batista,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Ajaxnl,2–1,czSparta Prague,,Amsterdam ArenA,Valentin Ivanov,Match Report,
2005-2006,Group stage,5,Tue,2005-11-22,,Barcelonaes,3–1,deWerder Bremen,,Camp Nou,Claus Bo Larsen,Match Report,
2005-2006,Group stage,5,Wed,2005-11-23,,Liverpooleng,0–0,esBetis,,Anfield,Éric Poulat,Match Report,
2005-2006,Group stage,5,Wed,2005-11-23,,Real Madrides,1–1,frLyon,,Estadio Santiago Bernabéu,Frank de Bleeckere,Match Report,
